cty_st,tweets_2010,tweets_2011,tweets_2012,tweets_2013,tweets_2014,tweets_2015,tweets_2016,tweets_2017,tweets_2018,tweets_2019,Ctyname,Stname,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019
"Murray County,Oklahoma",0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Murray County,Oklahoma,0,0,0,0,0,0,0,0,0,0
"Muscatine County,Iowa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Muscatine County,Iowa,2,1,7,8,11,11,7,2,7,3
"Muscogee County,Georgia",0.0,0.0,0.0,2.0,2.0,11.0,5.0,12.0,6.0,3.0,Muscogee County,Georgia,1,0,0,0,0,0,0,0,1,0
"Muskegon County,Michigan",1.0,1.0,0.0,2.0,1.0,0.0,0.0,9.0,1.0,3.0,Muskegon County,Michigan,1,1,1,1,2,4,6,5,1,7
"Muskingum County,Ohio",0.0,0.0,0.0,1.0,4.0,0.0,2.0,5.0,2.0,3.0,Muskingum County,Ohio,1,0,0,3,0,0,3,2,8,10
"Muskogee County,Oklahoma",0.0,0.0,2.0,6.0,7.0,1.0,3.0,0.0,3.0,0.0,Muskogee County,Oklahoma,0,0,0,0,0,0,0,0,0,0
"Nacogdoches County,Texas",0.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,Nacogdoches County,Texas,0,0,1,1,0,0,0,1,0,0
"Napa County,California",1.0,4.0,2.0,5.0,8.0,2.0,5.0,12.0,14.0,20.0,Napa County,California,0,1,2,1,2,1,1,0,2,0
"Nash County,North Carolina",5.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,Nash County,North Carolina,2,2,0,1,0,0,1,3,2,6
"Nassau County,Florida",0.0,1.0,0.0,0.0,5.0,2.0,0.0,5.0,5.0,5.0,Nassau County,Florida,0,1,0,1,1,1,2,1,3,1
"Nassau County,New York",14.0,42.0,34.0,38.0,38.0,63.0,55.0,117.0,72.0,53.0,Nassau County,New York,21,30,14,25,25,44,48,30,31,29
"Natchitoches Parish,Louisiana",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Natchitoches Parish,Louisiana,0,0,0,0,0,0,0,0,0,0
"Natrona County,Wyoming",11.0,27.0,12.0,15.0,36.0,67.0,34.0,33.0,25.0,37.0,Natrona County,Wyoming,0,0,1,0,0,0,0,0,0,0
"Navajo County,Arizona",3.0,3.0,6.0,1.0,4.0,25.0,10.0,11.0,1.0,1.0,Navajo County,Arizona,1,0,1,2,0,0,0,0,0,0
"Navarro County,Texas",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,Navarro County,Texas,0,0,0,0,0,0,0,0,0,0
"Nelson County,Kentucky",0.0,0.0,7.0,3.0,0.0,4.0,0.0,1.0,2.0,0.0,Nelson County,Kentucky,0,0,0,0,2,0,0,0,0,0
"Nelson County,Virginia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nelson County,Virginia,7,5,3,5,7,5,4,7,8,4
"Nemaha County,Kansas",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Nemaha County,Kansas,0,0,1,0,0,0,0,0,0,0
"Neosho County,Kansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neosho County,Kansas,1,0,0,0,0,0,0,1,1,0
"Nevada County,California",2.0,3.0,17.0,16.0,4.0,19.0,11.0,15.0,16.0,12.0,Nevada County,California,5,6,2,0,0,0,2,0,1,3
"New Castle County,Delaware",27.0,73.0,39.0,53.0,57.0,40.0,55.0,165.0,120.0,137.0,New Castle County,Delaware,396,552,398,299,259,283,269,312,285,407
"New Hanover County,North Carolina",10.0,8.0,9.0,11.0,8.0,16.0,9.0,15.0,3.0,12.0,New Hanover County,North Carolina,4,3,0,3,2,1,5,2,3,0
"New Haven County,Connecticut",85.0,129.0,201.0,202.0,128.0,178.0,178.0,218.0,163.0,190.0,New Haven County,Connecticut,240,249,213,388,459,474,351,375,333,211
"New Kent County,Virginia",0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,New Kent County,Virginia,0,0,2,0,1,0,0,1,1,0
"New London County,Connecticut",121.0,113.0,173.0,343.0,335.0,376.0,339.0,330.0,1181.0,1490.0,New London County,Connecticut,340,314,263,402,406,421,250,269,387,254
"New Madrid County,Missouri",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,New Madrid County,Missouri,0,0,0,0,0,0,0,0,0,0
"New York County,New York",44.0,42.0,73.0,84.0,174.0,94.0,126.0,146.0,149.0,185.0,New York County,New York,362,352,262,308,337,326,322,383,264,286
"Newaygo County,Michigan",0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,Newaygo County,Michigan,0,0,0,4,0,1,0,0,0,0
"Newport County,Rhode Island",1.0,7.0,8.0,23.0,11.0,66.0,27.0,36.0,15.0,7.0,Newport County,Rhode Island,9,5,21,101,76,98,113,136,143,110
"Newport News city,Virginia",3.0,8.0,4.0,6.0,4.0,12.0,13.0,11.0,6.0,10.0,Newport News city,Virginia,1,2,6,0,1,1,2,6,2,0
"Newton County,Georgia",0.0,3.0,0.0,0.0,2.0,5.0,1.0,1.0,2.0,1.0,Newton County,Georgia,0,2,0,0,0,0,0,1,1,2
"Newton County,Indiana",0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,1.0,Newton County,Indiana,0,2,0,0,0,1,0,0,0,0
"Newton County,Mississippi",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Newton County,Mississippi,0,0,0,0,0,0,0,1,0,0
"Newton County,Missouri",0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,Newton County,Missouri,0,1,0,0,0,0,0,0,0,0
"Newton County,Texas",3.0,45.0,43.0,14.0,10.0,4.0,13.0,26.0,15.0,9.0,Newton County,Texas,0,0,0,0,0,0,0,0,0,0
"Nez Perce County,Idaho",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nez Perce County,Idaho,0,0,0,0,1,0,1,0,0,1
"Niagara County,New York",0.0,1.0,4.0,10.0,13.0,15.0,12.0,28.0,16.0,14.0,Niagara County,New York,4,1,1,5,7,5,0,7,2,3
"Nicholas County,Kentucky",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Nicholas County,Kentucky,0,0,0,0,0,0,0,0,0,0
"Nicollet County,Minnesota",0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,Nicollet County,Minnesota,5,4,3,3,1,5,2,7,3,4
"Niobrara County,Wyoming",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Niobrara County,Wyoming,0,0,0,0,0,0,0,0,0,0
"Noble County,Ohio",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Noble County,Ohio,0,0,0,0,0,0,0,1,0,3
"Nobles County,Minnesota",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Nobles County,Minnesota,0,0,0,0,0,2,0,0,0,0
"Nodaway County,Missouri",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Nodaway County,Missouri,0,0,0,0,0,0,0,0,1,0
"Nolan County,Texas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Nolan County,Texas,0,0,0,0,1,0,0,0,0,0
"Nome Census Area,Alaska",0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Nome Census Area,Alaska,0,0,0,0,0,0,0,0,0,0
"Norfolk County,Massachusetts",11.0,45.0,68.0,68.0,44.0,110.0,37.0,41.0,29.0,40.0,Norfolk County,Massachusetts,301,194,554,573,648,534,12,61,0,2
"North Slope Borough,Alaska",1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,North Slope Borough,Alaska,0,0,0,0,0,0,0,0,0,0
"Northampton County,North Carolina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Northampton County,North Carolina,0,0,1,1,0,2,0,0,1,0
"Northampton County,Pennsylvania",1.0,3.0,5.0,5.0,13.0,12.0,10.0,17.0,17.0,23.0,Northampton County,Pennsylvania,132,170,129,136,84,165,139,178,88,141
"Northampton County,Virginia",0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Northampton County,Virginia,2,5,2,1,1,1,2,1,1,0
"Northumberland County,Pennsylvania",0.0,0.0,0.0,1.0,1.0,7.0,2.0,5.0,1.0,4.0,Northumberland County,Pennsylvania,17,34,24,46,59,47,62,48,60,54
"Northumberland County,Virginia",0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Northumberland County,Virginia,0,0,1,2,1,1,2,2,0,1
"Northwest Arctic Borough,Alaska",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Northwest Arctic Borough,Alaska,0,0,0,0,0,0,0,0,0,0
"Norton County,Kansas",1.0,2.0,3.0,8.0,2.0,14.0,3.0,13.0,6.0,12.0,Norton County,Kansas,0,0,0,0,0,0,0,0,0,0
"Noxubee County,Mississippi",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Noxubee County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Nueces County,Texas",0.0,3.0,6.0,3.0,3.0,6.0,5.0,13.0,24.0,6.0,Nueces County,Texas,0,1,0,1,0,0,1,0,1,0
"Nye County,Nevada",0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,Nye County,Nevada,0,0,0,1,0,0,0,0,0,1
"Oakland County,Michigan",8.0,7.0,17.0,20.0,17.0,51.0,37.0,71.0,35.0,37.0,Oakland County,Michigan,5,7,2,4,7,5,10,5,14,13
"Obion County,Tennessee",0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,Obion County,Tennessee,0,0,0,0,0,0,0,0,0,0
"Ocean County,New Jersey",8.0,8.0,29.0,37.0,15.0,67.0,70.0,50.0,106.0,47.0,Ocean County,New Jersey,249,222,204,210,232,290,274,302,290,225
"Oceana County,Michigan",4.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,0.0,Oceana County,Michigan,0,0,0,1,0,6,1,1,3,7
"Oconee County,Georgia",0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,Oconee County,Georgia,0,0,0,0,0,0,0,0,0,0
"Oconee County,South Carolina",0.0,0.0,1.0,0.0,0.0,8.0,4.0,1.0,0.0,1.0,Oconee County,South Carolina,0,0,0,0,0,0,0,0,0,2
"Oconto County,Wisconsin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Oconto County,Wisconsin,11,10,12,20,18,21,35,63,11,63
"Ogemaw County,Michigan",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Ogemaw County,Michigan,0,0,0,0,0,0,0,0,0,0
"Oglala Lakota County,South Dakota",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Oglala Lakota County,South Dakota,0,0,0,0,0,0,1,0,0,0
"Ogle County,Illinois",0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ogle County,Illinois,5,3,7,3,5,6,3,5,2,1
"Ohio County,Indiana",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ohio County,Indiana,0,0,0,0,0,0,0,0,0,0
"Ohio County,Kentucky",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ohio County,Kentucky,0,0,0,0,0,0,0,0,0,0
"Ohio County,West Virginia",0.0,0.0,6.0,1.0,0.0,3.0,4.0,12.0,1.0,6.0,Ohio County,West Virginia,0,0,0,0,1,2,5,20,18,10
"Okaloosa County,Florida",3.0,2.0,13.0,7.0,7.0,37.0,11.0,2.0,6.0,2.0,Okaloosa County,Florida,1,0,1,1,1,0,4,7,6,3
"Okanogan County,Washington",0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,Okanogan County,Washington,1,0,0,0,0,0,0,0,0,0
"Okeechobee County,Florida",0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,5.0,Okeechobee County,Florida,0,0,0,0,0,0,0,0,2,0
"Oklahoma County,Oklahoma",11.0,26.0,20.0,30.0,178.0,163.0,125.0,77.0,80.0,56.0,Oklahoma County,Oklahoma,0,0,0,0,0,0,0,0,0,0
"Okmulgee County,Oklahoma",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Okmulgee County,Oklahoma,0,0,0,0,0,0,0,0,0,0
"Oktibbeha County,Mississippi",0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,6.0,Oktibbeha County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Oldham County,Kentucky",0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,Oldham County,Kentucky,0,0,0,0,0,1,0,0,0,0
"Olmsted County,Minnesota",0.0,6.0,8.0,14.0,13.0,162.0,187.0,27.0,28.0,18.0,Olmsted County,Minnesota,24,27,17,32,22,19,22,34,26,35
"Oneida County,New York",1.0,1.0,8.0,5.0,10.0,19.0,10.0,22.0,27.0,51.0,Oneida County,New York,18,49,36,82,41,32,13,20,24,29
"Oneida County,Wisconsin",1.0,1.0,3.0,13.0,8.0,0.0,8.0,9.0,4.0,2.0,Oneida County,Wisconsin,105,87,54,50,52,47,61,66,8,41
"Onondaga County,New York",13.0,23.0,46.0,103.0,67.0,89.0,38.0,112.0,76.0,102.0,Onondaga County,New York,29,86,24,45,40,43,18,66,71,38
"Onslow County,North Carolina",3.0,1.0,2.0,3.0,6.0,5.0,24.0,5.0,1.0,2.0,Onslow County,North Carolina,4,1,3,2,2,3,6,3,5,5
"Ontario County,New York",0.0,3.0,4.0,2.0,4.0,8.0,6.0,14.0,28.0,12.0,Ontario County,New York,5,2,7,18,15,26,21,62,34,37
"Ontonagon County,Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,Ontonagon County,Michigan,7,3,5,6,1,2,4,3,3,1
"Orange County,California",127.0,110.0,204.0,191.0,167.0,362.0,448.0,390.0,302.0,302.0,Orange County,California,7,6,0,0,0,0,0,0,0,0
"Orange County,Florida",108.0,206.0,235.0,69.0,89.0,297.0,482.0,141.0,114.0,105.0,Orange County,Florida,4,3,3,4,2,7,5,8,5,3
"Orange County,Indiana",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orange County,Indiana,0,0,0,0,0,0,0,0,1,0
"Orange County,New York",173.0,156.0,86.0,77.0,139.0,111.0,94.0,80.0,78.0,68.0,Orange County,New York,241,316,189,257,194,206,166,158,145,115
"Orange County,North Carolina",7.0,15.0,25.0,10.0,16.0,18.0,18.0,26.0,20.0,26.0,Orange County,North Carolina,10,8,5,1,0,9,2,6,4,0
"Orange County,Texas",0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,Orange County,Texas,1,0,0,0,0,0,0,0,0,0
"Orange County,Vermont",0.0,0.0,2.0,4.0,2.0,31.0,8.0,4.0,1.0,1.0,Orange County,Vermont,9,17,19,34,28,26,39,23,16,40
"Orange County,Virginia",2.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,Orange County,Virginia,1,3,7,5,4,5,6,10,5,6
"Orangeburg County,South Carolina",0.0,1.0,0.0,9.0,6.0,0.0,0.0,1.0,0.0,1.0,Orangeburg County,South Carolina,2,0,1,0,0,0,0,0,0,0
"Oregon County,Missouri",1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,1.0,2.0,Oregon County,Missouri,0,0,0,0,0,0,0,0,0,0
"Orleans County,New York",0.0,1.0,1.0,0.0,0.0,3.0,0.0,4.0,4.0,4.0,Orleans County,New York,0,0,0,4,2,3,2,2,5,6
"Orleans County,Vermont",0.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,2.0,0.0,Orleans County,Vermont,1,2,2,5,1,2,4,4,1,0
"Orleans Parish,Louisiana",7.0,19.0,33.0,38.0,25.0,46.0,60.0,110.0,50.0,60.0,Orleans Parish,Louisiana,0,0,0,0,1,0,0,1,2,0
"Osage County,Kansas",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Osage County,Kansas,0,0,0,0,0,0,0,0,0,1
"Osage County,Oklahoma",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Osage County,Oklahoma,0,1,0,0,0,0,0,0,0,0
"Osborne County,Kansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,Osborne County,Kansas,0,0,0,0,0,0,0,0,1,0
"Osceola County,Florida",1.0,1.0,3.0,2.0,5.0,16.0,26.0,4.0,4.0,10.0,Osceola County,Florida,1,0,1,3,0,2,3,6,6,4
"Osceola County,Iowa",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Osceola County,Iowa,0,0,0,0,0,0,1,0,0,0
"Osceola County,Michigan",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Osceola County,Michigan,0,1,0,0,0,0,0,1,0,1
"Oscoda County,Michigan",0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,Oscoda County,Michigan,0,0,0,0,0,0,1,0,1,0
"Oswego County,New York",1.0,0.0,4.0,3.0,7.0,4.0,5.0,5.0,9.0,10.0,Oswego County,New York,5,8,17,56,35,51,76,125,34,40
"Otero County,New Mexico",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Otero County,New Mexico,0,0,0,0,0,0,0,0,0,0
"Otoe County,Nebraska",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Otoe County,Nebraska,0,0,0,0,0,0,0,0,1,0
"Otsego County,Michigan",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,6.0,Otsego County,Michigan,0,0,0,0,1,0,0,0,0,1
"Otsego County,New York",0.0,0.0,1.0,2.0,7.0,10.0,3.0,14.0,11.0,11.0,Otsego County,New York,17,35,32,63,53,39,39,88,45,90
"Ottawa County,Kansas",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Ottawa County,Kansas,0,0,0,0,0,1,0,0,0,0
"Ottawa County,Michigan",0.0,1.0,7.0,24.0,12.0,45.0,15.0,12.0,7.0,4.0,Ottawa County,Michigan,3,4,4,3,4,8,11,11,8,23
"Ottawa County,Ohio",0.0,3.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,Ottawa County,Ohio,0,0,1,0,0,0,0,0,2,0
"Ottawa County,Oklahoma",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,Ottawa County,Oklahoma,0,0,0,0,0,0,0,0,0,0
"Otter Tail County,Minnesota",0.0,0.0,0.0,2.0,1.0,4.0,8.0,1.0,0.0,0.0,Otter Tail County,Minnesota,21,26,19,32,28,27,27,48,28,20
"Ouachita Parish,Louisiana",0.0,0.0,0.0,11.0,3.0,1.0,0.0,0.0,1.0,2.0,Ouachita Parish,Louisiana,0,0,1,0,0,0,0,2,0,0
"Ouray County,Colorado",0.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,Ouray County,Colorado,0,0,0,0,0,0,0,0,0,0
"Outagamie County,Wisconsin",7.0,2.0,8.0,10.0,23.0,42.0,26.0,70.0,77.0,12.0,Outagamie County,Wisconsin,42,31,11,27,14,19,27,43,35,68
"Overton County,Tennessee",0.0,0.0,21.0,41.0,12.0,0.0,0.0,0.0,6.0,1.0,Overton County,Tennessee,0,0,1,0,1,0,1,0,0,0
"Owen County,Indiana",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Owen County,Indiana,2,2,0,4,1,2,3,1,2,3
"Owsley County,Kentucky",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Owsley County,Kentucky,0,0,0,0,0,0,0,0,0,0
"Owyhee County,Idaho",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Owyhee County,Idaho,0,0,0,0,0,0,0,0,0,0
"Oxford County,Maine",2.0,1.0,8.0,9.0,5.0,4.0,6.0,2.0,0.0,1.0,Oxford County,Maine,15,28,25,50,43,26,43,58,47,88
"Ozark County,Missouri",1.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,2.0,Ozark County,Missouri,0,0,0,0,0,0,0,0,0,0
"Ozaukee County,Wisconsin",0.0,0.0,0.0,3.0,3.0,4.0,2.0,5.0,3.0,2.0,Ozaukee County,Wisconsin,11,12,2,6,1,5,11,21,10,9
"Pacific County,Washington",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Pacific County,Washington,0,0,1,0,0,0,0,0,0,0
"Page County,Virginia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Page County,Virginia,7,9,6,9,12,18,6,11,10,7
"Palm Beach County,Florida",25.0,47.0,142.0,110.0,109.0,420.0,218.0,193.0,121.0,173.0,Palm Beach County,Florida,1,16,4,6,14,10,0,15,15,18
"Palo Pinto County,Texas",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Palo Pinto County,Texas,0,1,0,0,0,0,0,0,0,0
"Pamlico County,North Carolina",0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Pamlico County,North Carolina,1,0,1,0,1,0,1,2,1,0
"Panola County,Texas",0.0,1.0,0.0,2.0,0.0,1.0,4.0,3.0,0.0,0.0,Panola County,Texas,0,0,1,0,0,0,0,0,0,0
"Park County,Colorado",0.0,0.0,7.0,11.0,12.0,18.0,41.0,37.0,16.0,22.0,Park County,Colorado,0,0,0,0,0,0,0,0,0,0
"Park County,Montana",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,Park County,Montana,0,0,0,1,0,0,1,0,0,0
"Park County,Wyoming",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,Park County,Wyoming,0,0,0,0,0,0,0,1,0,0
"Parke County,Indiana",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Parke County,Indiana,0,2,0,4,0,1,2,4,2,1
"Parker County,Texas",0.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,5.0,0.0,Parker County,Texas,1,3,1,0,0,0,0,1,2,0
"Pasco County,Florida",25.0,4.0,5.0,5.0,10.0,8.0,55.0,34.0,10.0,11.0,Pasco County,Florida,4,4,3,2,6,6,7,4,5,4
"Pasquotank County,North Carolina",0.0,3.0,4.0,2.0,8.0,1.0,0.0,0.0,1.0,0.0,Pasquotank County,North Carolina,2,1,1,2,3,0,1,0,0,1
"Passaic County,New Jersey",11.0,6.0,12.0,936.0,399.0,194.0,55.0,27.0,21.0,15.0,Passaic County,New Jersey,177,173,172,180,190,244,204,165,149,132
"Patrick County,Virginia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Patrick County,Virginia,0,0,0,2,5,1,0,5,3,2
"Paulding County,Georgia",0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,Paulding County,Georgia,0,0,0,0,0,1,0,0,1,0
"Paulding County,Ohio",0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,Paulding County,Ohio,0,0,0,0,0,0,0,0,0,0
"Pawnee County,Nebraska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pawnee County,Nebraska,0,0,0,0,0,0,0,0,0,0
"Payette County,Idaho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Payette County,Idaho,0,0,0,0,0,0,0,0,0,0
"Payne County,Oklahoma",2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,Payne County,Oklahoma,0,0,0,0,0,0,0,0,0,0
"Peach County,Georgia",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Peach County,Georgia,0,1,0,0,0,0,0,0,0,0
"Pearl River County,Mississippi",0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,Pearl River County,Mississippi,0,0,0,0,0,1,0,0,1,1
"Pecos County,Texas",0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,Pecos County,Texas,0,0,1,0,0,1,0,0,0,0
"Pembina County,North Dakota",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,Pembina County,North Dakota,0,0,0,1,0,0,0,2,1,1
"Pemiscot County,Missouri",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Pemiscot County,Missouri,0,0,0,0,0,0,0,0,0,0
"Pend Oreille County,Washington",0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,Pend Oreille County,Washington,0,0,0,0,0,0,0,0,0,0
"Pender County,North Carolina",0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Pender County,North Carolina,2,1,1,2,1,2,2,0,1,0
"Pendleton County,West Virginia",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Pendleton County,West Virginia,0,0,0,0,1,0,0,6,2,3
"Pennington County,Minnesota",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pennington County,Minnesota,1,1,1,3,7,2,7,1,2,6
"Pennington County,South Dakota",1.0,0.0,1.0,0.0,4.0,4.0,4.0,3.0,3.0,2.0,Pennington County,South Dakota,0,1,1,1,0,0,1,2,0,0
"Penobscot County,Maine",2.0,8.0,29.0,19.0,65.0,57.0,80.0,81.0,17.0,22.0,Penobscot County,Maine,11,11,21,39,50,51,90,128,77,111
"Peoria County,Illinois",0.0,3.0,8.0,10.0,15.0,25.0,30.0,14.0,6.0,10.0,Peoria County,Illinois,2,5,5,4,7,6,5,4,4,8
"Perkins County,South Dakota",0.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,Perkins County,South Dakota,0,0,0,0,0,0,0,0,0,0
"Perquimans County,North Carolina",0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,Perquimans County,North Carolina,0,2,1,0,1,0,2,1,0,0
"Perry County,Indiana",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Perry County,Indiana,0,1,0,0,0,0,2,0,0,0
"Perry County,Kentucky",0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,Perry County,Kentucky,0,0,0,0,1,0,0,0,0,0
"Perry County,Mississippi",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Perry County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Perry County,Missouri",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Perry County,Missouri,0,0,0,0,0,0,0,0,0,0
"Perry County,Pennsylvania",0.0,0.0,2.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,Perry County,Pennsylvania,34,28,23,34,34,88,130,106,110,55
"Perry County,Tennessee",0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,Perry County,Tennessee,0,0,0,0,0,1,0,0,0,0
"Pershing County,Nevada",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Pershing County,Nevada,0,0,0,0,0,0,0,1,0,0
