id,text,author_id,public_metrics,created_at,in_reply_to_user_id,conversation_id,reply_settings,source,referenced_tweets,context_annotations,entities,user,user_name,city,state,county,country,cty_st,year,label,keywords_label
17042478403,"So I've got a big red rash shaped like a bullseye on my back. The doc THINKS it might be Lyme disease, but can't test for a week. #dying?",14766004,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-06-25T20:42:33.000Z,,17042478403,everyone,Twitter for iPhone,,,"{'hashtags': [{'start': 130, 'end': 136, 'tag': 'dying'}]}","{'username': 'ericreid', 'description': 'Software Dude. \uf8ff fan. I make sweet apps for your phone.', 'location': 'Boulder, Colorado', 'public_metrics': {'followers_count': 317, 'following_count': 413, 'tweet_count': 1950, 'listed_count': 31}, 'name': 'Eric Reid', 'created_at': '2008-05-13T23:00:08.000Z'}",ericreid,Boulder,Colorado,Boulder County,United States,"Boulder County,Colorado",2010,1,1
5.83E+17,"Avril Lavigne reveals she has Lyme disease after months of rumors surrounding her health: ""I thought I was dying"" http://t.co/IV58xcv4ml",21057978,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-04-01T15:24:36.000Z,,5.83E+17,everyone,Twitter Web Client,,,"{'annotations': [{'start': 0, 'end': 12, 'probability': 0.9619, 'type': 'Person', 'normalized_text': 'Avril Lavigne'}], 'urls': [{'start': 114, 'end': 136, 'url': 'http://t.co/IV58xcv4ml', 'expanded_url': 'http://www.nydailynews.com/entertainment/gossip/avril-lavigne-reveals-lyme-diease-article-1.2169453', 'display_url': 'nydailynews.com/entertainment/…'}]}","{'location': 'New York, NY', 'username': 'RiveraZayda', 'public_metrics': {'followers_count': 1390, 'following_count': 779, 'tweet_count': 4526, 'listed_count': 41}, 'created_at': '2009-02-17T02:52:28.000Z', 'name': 'Zayda Rivera', 'description': 'Founder, Mindful Living with Z; Pres./CEO, 3L Communiqué; professional writer, event producer — Follow me on IG @MindfulLivingWithZ'}",RiveraZayda,New York,New York,New York County,United States,"New York County,New York",2015,1,1
1.28E+18,Hudson Valley doctor touts Lyme disease treatment as option for COVID-19 patients https://t.co/4RnPs4l0TN,15973547,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-07-18T12:43:19.000Z,,1.28E+18,everyone,Twitter for iPhone,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]","{'annotations': [{'start': 0, 'end': 12, 'probability': 0.6137, 'type': 'Place', 'normalized_text': 'Hudson Valley'}], 'urls': [{'start': 82, 'end': 105, 'url': 'https://t.co/4RnPs4l0TN', 'expanded_url': 'http://westchester.news12.com/story/42383284/hudson-valley-doctor-touts-lyme-disease-treatment-as-option-for-covid19-patients#.XxLuXTwXVQg.twitter', 'display_url': 'westchester.news12.com/story/42383284…'}]}","{'name': 'Diane Hall', 'public_metrics': {'followers_count': 284, 'following_count': 467, 'tweet_count': 23010, 'listed_count': 3}, 'description': 'Mother, daughter, wife,sister, friend,traveler and hair stylist❤', 'created_at': '2008-08-24T22:33:29.000Z', 'username': 'DianeLeo', 'location': 'Albany, New York'}",DianeLeo,Albany,New York,Albany County,United States,"Albany County,New York",2020,1,1
6.77E+16,It's World Lyme Disease Awareness Month.  Keep your pets safe by always using flea/tick prevention!  http://ow.ly/4Qal8,188060648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-05-09T19:00:29.000Z,,6.77E+16,everyone,Hootsuite,,,"{'annotations': [{'start': 5, 'end': 38, 'probability': 0.303, 'type': 'Other', 'normalized_text': 'World Lyme Disease Awareness Month'}]}","{'description': 'Our mission at A Dog’s Dream is to provide you with a safe and loving environment for your dog while you are at work or play. Come and check us out!252-514-2502', 'public_metrics': {'followers_count': 225, 'following_count': 43, 'tweet_count': 7585, 'listed_count': 8}, 'username': 'Adogsdreamnc', 'name': 'A Dogs Dream nc LLC', 'created_at': '2010-09-07T20:53:14.000Z', 'location': 'New Bern, NC'}",Adogsdreamnc,New Bern,North Carolina,Craven County,United States,"Craven County,North Carolina",2011,1,1
6.72E+17,"The Link Between Lyme Disease and Cancer  ""People with Lyme disease may be at an even greater risk, because Lyme... https://t.co/AvdWKTRdYD",962738106,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-12-02T16:48:41.000Z,,6.72E+17,everyone,Facebook,,,"{'urls': [{'start': 116, 'end': 139, 'url': 'https://t.co/AvdWKTRdYD', 'expanded_url': 'http://fb.me/7XMBkzdxC', 'display_url': 'fb.me/7XMBkzdxC'}]}","{'created_at': '2012-11-21T17:10:07.000Z', 'location': 'Houston, Texas', 'public_metrics': {'followers_count': 1079, 'following_count': 250, 'tweet_count': 7613, 'listed_count': 30}, 'username': 'TXLDA', 'description': 'TXLDA collaborates with physicians, researchers, legislators, patients and families in an effort to educate and reduce Lyme disease transmission in Texas.', 'name': 'Texas Lyme Disease'}",TXLDA,Houston,Texas,Harris County,United States,"Harris County,Texas",2015,1,1
1.23E+18,@WorldEatJimmy13 Usually like a Corona with Lyme in the summer. Which is after April and warmer. And the president says the warm weather will make it go away. So I guess can have a Corona with Lyme this summer. 🥴,1.00E+18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-02-28T16:31:56.000Z,18257081,1.23E+18,everyone,Twitter for iPhone,"[{'type': 'replied_to', 'id': '1233413799362867212'}]","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596740190208', 'name': 'CPG'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596153057282', 'name': 'Alcohol'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026302019', 'name': 'Corona'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '854692455005921281', 'name': 'Science', 'description': 'Science'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '834828445238431744', 'name': 'Generic Drinks', 'description': 'Generic Drinks'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857083369514876928', 'name': 'Weather', 'description': 'Weather'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '850142258871418880', 'name': 'Beer', 'description': 'Beer'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596740190208', 'name': 'CPG'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596153057282', 'name': 'Alcohol'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026302019', 'name': 'Corona'}}]","{'mentions': [{'start': 0, 'end': 16, 'username': 'WorldEatJimmy13', 'id': '18257081'}]}","{'username': 'jaymeruimveld', 'name': 'Jayme Ruimveld', 'location': 'Portage, MI', 'public_metrics': {'followers_count': 409, 'following_count': 156, 'tweet_count': 31003, 'listed_count': 0}, 'description': 'Midwestern mom of 3 grown daughters. Dog lover. Educator. News junkie.', 'created_at': '2018-05-28T00:27:35.000Z'}",jaymeruimveld,Portage,Michigan,Kalamazoo County,United States,"Kalamazoo County,Michigan",2020,0,0
9.93E+16,"http://t.co/KbTIii6 Lyme Disease Research, Legislation Allows More Aggressive Treatments for Sufferers",327758918,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-08-05T02:41:56.000Z,,9.93E+16,everyone,Twitter Web Client,,,"{'urls': [{'start': 0, 'end': 19, 'url': 'http://t.co/KbTIii6', 'expanded_url': 'http://yhoo.it/qb4EzR', 'display_url': 'yhoo.it/qb4EzR'}]}","{'location': 'Toledo, OH', 'name': 'Skyler Lutsuk', 'username': 'skylerlutsuku', 'public_metrics': {'followers_count': 142, 'following_count': 446, 'tweet_count': 5681, 'listed_count': 5}, 'description': 'i love Education.  Our lives teach us who we are.', 'created_at': '2011-07-02T03:11:58.000Z'}",skylerlutsuku,Toledo,Ohio,Lucas County,United States,"Lucas County,Ohio",2011,1,1
6.06E+17,I don't have to worry about my cats making me stupid! I already have severe brain problems because of #Bartonella #Babesia &amp; #Lyme. #tytlive,188451467,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-06-02T23:34:20.000Z,,6.06E+17,everyone,TweetDeck,,,"{'hashtags': [{'start': 102, 'end': 113, 'tag': 'Bartonella'}, {'start': 114, 'end': 122, 'tag': 'Babesia'}, {'start': 129, 'end': 134, 'tag': 'Lyme'}, {'start': 136, 'end': 144, 'tag': 'tytlive'}]}","{'name': 'Mother of Bones', 'location': 'Easley, SC', 'description': ""Name's Keshia Warren. Victim of Lyme Disease & Babesiosis but fighting with everything I've got. Made a Twitter for TYT. Most importantly, Mother of Bones."", 'username': 'GhostbustersFTW', 'public_metrics': {'followers_count': 352, 'following_count': 776, 'tweet_count': 7362, 'listed_count': 14}, 'created_at': '2010-09-08T19:26:57.000Z'}",GhostbustersFTW,Easley,South Carolina,Pickens County,United States,"Pickens County,South Carolina",2015,1,0
4.65E+17,@drdaveou I can see you are a HUGE advocate for Lyme Disease! Thank You! 💚,2281024116,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-09T14:45:46.000Z,25108556,4.63E+17,everyone,Twitter for iPhone,"[{'type': 'replied_to', 'id': '463419825922904064'}]",,"{'annotations': [{'start': 48, 'end': 59, 'probability': 0.7171, 'type': 'Other', 'normalized_text': 'Lyme Disease'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'drdaveou', 'id': '25108556'}]}","{'location': 'Chicago, IL', 'username': 'JennyButtaccio', 'public_metrics': {'followers_count': 2400, 'following_count': 1474, 'tweet_count': 13447, 'listed_count': 0}, 'created_at': '2014-01-07T18:51:24.000Z', 'name': 'Jenny Lelwica Buttaccio, OTR/L', 'description': 'Editorial Director at @RawlsMD + @VitalPlan. Occupational therapist. Chicagoan with a MN accent. Occasional rant. #Lyme + #MECFS thriver. Tweets = mine.'}",JennyButtaccio,Chicago,Illinois,Cook County,United States,"Cook County,Illinois",2014,1,1
1.37E+17,"@UnaSpenser @alisyngayle @sparrow42 @berylmom @Lyme_Warrior @sharonrainey  I did everything I cld to survive--income went down, down.",19893071,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-11-16T18:04:07.000Z,16035544,1.37E+17,everyone,Twitter Web Client,"[{'type': 'replied_to', 'id': '136841541233803264'}]",,"{'mentions': [{'start': 0, 'end': 11, 'username': 'UnaSpenser', 'id': '16035544'}, {'start': 12, 'end': 24, 'username': 'AlisynGayle', 'id': '90733366'}, {'start': 25, 'end': 35, 'username': 'sparrow42', 'id': '50246172'}, {'start': 36, 'end': 45, 'username': 'berylmom', 'id': '27454887'}, {'start': 46, 'end': 59, 'username': 'Lyme_Warrior', 'id': '34940533'}, {'start': 60, 'end': 73, 'username': 'sharonrainey', 'id': '14692193'}]}","{'location': 'Washington, DC', 'created_at': '2009-02-02T04:28:59.000Z', 'public_metrics': {'followers_count': 3147, 'following_count': 2372, 'tweet_count': 322179, 'listed_count': 450}, 'description': 'grieving deaths of some of my dearest; empty & 💔; mostly offline for now, not replying | a duty to birds | she/her | 🌊 get to work', 'name': 'z', 'username': 'zebrafinch'}",zebrafinch,Washington,District of Columbia,District of Columbia,United States,"District of Columbia,District of Columbia",2011,0,0
5.71E+17,Study IDs key birds that host Lyme disease bacteria in California: http://t.co/tK0DhXtQIw,2436455767,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-02-26T15:07:55.000Z,,5.71E+17,everyone,TweetDeck,,,"{'annotations': [{'start': 55, 'end': 64, 'probability': 0.9957, 'type': 'Place', 'normalized_text': 'California'}], 'urls': [{'start': 67, 'end': 89, 'url': 'http://t.co/tK0DhXtQIw', 'expanded_url': 'http://bit.ly/1BgUL2F', 'display_url': 'bit.ly/1BgUL2F'}]}","{'name': 'WDA - Wildlife Disease Assocation', 'location': 'Lawrence, Kansas', 'description': 'WDA | Promote healthy wildlife and ecosystems, biodiversity conservation, and environmentally sustainable solutions to One Health challenges', 'username': 'WildlifeDisease', 'public_metrics': {'followers_count': 2720, 'following_count': 355, 'tweet_count': 7137, 'listed_count': 55}, 'created_at': '2014-04-10T03:48:51.000Z'}",WildlifeDisease,Lawrence,Kansas,Douglas County,United States,"Douglas County,Kansas",2015,1,1
1.13E+18,Take A Bite Out of Lyme Disease on @Bonfire https://t.co/ZAlBYEleQs,1.13E+18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2019-05-19T17:55:08.000Z,,1.13E+18,everyone,Twitter Web Client,,,"{'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/ZAlBYEleQs', 'expanded_url': 'https://www.bonfire.com/take-a-bite-out-of-lyme-disease/', 'display_url': 'bonfire.com/take-a-bite-ou…'}], 'mentions': [{'start': 35, 'end': 43, 'username': 'Bonfire', 'id': '475878445'}]}","{'name': 'Delwar Hossain', 'public_metrics': {'followers_count': 22, 'following_count': 198, 'tweet_count': 7, 'listed_count': 0}, 'description': 'I am a professional graphic designer,\nI have practical 7 years experience working\nwith Illustrator and Photoshop, such\nas Banner Design, Logo, Business\nCard, Pa', 'created_at': '2019-05-15T14:08:54.000Z', 'username': 'DelwarH64997739', 'location': 'Elk Grove, CA'}",DelwarH64997739,Elk Grove,California,Sacramento County,United States,"Sacramento County,California",2019,1,1
