id,text,author_id,public_metrics,created_at,in_reply_to_user_id,conversation_id,reply_settings,source,referenced_tweets,context_annotations,entities,user,user_name,city,state,county,country
18812601374,Victoria's journey with Lyme Disease: Mission's Sunday! and a few ... http://bit.ly/aQUtAe @perryfields,57935047,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-07-18T03:44:33.000Z,,18812601374,everyone,twitterfeed,,,"{'annotations': [{'start': 24, 'end': 35, 'probability': 0.6019, 'type': 'Other', 'normalized_text': 'Lyme Disease'}], 'mentions': [{'start': 91, 'end': 103, 'username': 'perryfields', 'id': '2445706991'}]}","{'public_metrics': {'followers_count': 1323, 'following_count': 26, 'tweet_count': 6900, 'listed_count': 28}, 'username': 'LymeRecover', 'name': 'LymeRecover', 'created_at': '2009-07-18T13:44:52.000Z', 'description': 'Athlete, Author, Post Lyme Disease Thriver!', 'location': 'Colorado Springs'}",LymeRecover,Colorado Springs,Colorado,El Paso County,United States
12082781503,~homework. Writing an article about lyme disease. Bbl.,37022973,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-04-13T03:06:35.000Z,,12082781503,everyone,Twitter Web Client,,,,"{'username': 'suburbanstrut', 'description': '*bazinga*', 'location': 'Columbus, Ohio', 'public_metrics': {'followers_count': 387, 'following_count': 442, 'tweet_count': 25700, 'listed_count': 19}, 'name': 'Andrea', 'created_at': '2009-05-01T19:46:07.000Z'}",suburbanstrut,Columbus,Ohio,Franklin County,United States
15354036789,"#Ticks are emerging in NEOhio.  Saw #Lyme+ & #Ehrlichia Canis+ #dog today.  We've seen more this year than all of last year! ???s, call us!",116438061,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-06-03T21:55:03.000Z,,15354036789,everyone,Twitter Web Client,,,"{'hashtags': [{'start': 0, 'end': 6, 'tag': 'Ticks'}, {'start': 36, 'end': 41, 'tag': 'Lyme'}, {'start': 45, 'end': 55, 'tag': 'Ehrlichia'}, {'start': 63, 'end': 67, 'tag': 'dog'}]}","{'public_metrics': {'followers_count': 608, 'following_count': 111, 'tweet_count': 1300, 'listed_count': 14}, 'username': 'fallsvetclinic', 'name': 'Cuy.Falls Vet Clinic', 'created_at': '2010-02-22T13:01:15.000Z', 'location': 'Cuyahoga Falls', 'description': 'We practice high-quality medicine and promote quality-of-life for our patients. Find us on Flickr, Facebook & Instagram, too.'}",fallsvetclinic,Cuyahoga Falls,Ohio,Summit County,United States
20073352109,An Alternative Method for Lyme http://is.gd/dMABY,117210744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-08-01T16:34:35.000Z,,20073352109,everyone,Twitter Web Client,,,,"{'public_metrics': {'followers_count': 95, 'following_count': 1, 'tweet_count': 9788, 'listed_count': 2}, 'created_at': '2010-02-24T22:13:37.000Z', 'name': 'Hymbas', 'description': 'Hymbas.com provides Optimum Ion Foot Spa Detox info, reviews & business opportunities, a line of products that promote optimum health, vitality and longevity.', 'username': 'Hymbas', 'location': 'Manhattan Beach, Ca'}",Hymbas,Manhattan Beach,California,Los Angeles County,United States
10433508547,"RT @Lymenews: LymePolicyWonk: Medco refusing antibiotics to #Lyme patients, citing IDSA guidelines. http://tinyurl.com/ycjcdj7",15782253,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-03-13T18:45:03.000Z,,10433508547,everyone,Twitter SMS,,,"{'hashtags': [{'start': 60, 'end': 65, 'tag': 'Lyme'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'Lymenews', 'id': '47791514'}], 'annotations': [{'start': 83, 'end': 86, 'probability': 0.5075, 'type': 'Organization', 'normalized_text': 'IDSA'}]}","{'description': ""Just because it's impossible doesn't mean it can't happen! Today may be your last day. Live as if it is, say all you need to, and don't sweat the small stuff"", 'created_at': '2008-08-08T20:01:21.000Z', 'name': 'Jenn', 'username': 'fluffyluggage', 'location': 'ATL, Georgia', 'public_metrics': {'followers_count': 1290, 'following_count': 4695, 'tweet_count': 19131, 'listed_count': 22}}",fluffyluggage,Atlanta,Georgia,Clayton County,United States
17115478509,"@sharonrainey   I hear this from so many mothers. @andreabakes is a real trooper--also has a son, has #Lyme, and so many others.",19893071,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-06-26T20:21:39.000Z,14692193.0,17114799463,everyone,Twitter Web Client,"[{'type': 'replied_to', 'id': '17114799463'}]",,"{'mentions': [{'start': 0, 'end': 13, 'username': 'sharonrainey', 'id': '14692193'}, {'start': 50, 'end': 62, 'username': 'andreabakes', 'id': '15604794'}], 'hashtags': [{'start': 102, 'end': 107, 'tag': 'Lyme'}]}","{'public_metrics': {'followers_count': 3147, 'following_count': 2372, 'tweet_count': 322206, 'listed_count': 450}, 'created_at': '2009-02-02T04:28:59.000Z', 'name': 'z', 'description': 'grieving deaths of some of my dearest; empty & 💔; mostly offline for now, not replying | a duty to birds | she/her | 🌊 get to work', 'username': 'zebrafinch', 'location': 'Washington, DC'}",zebrafinch,Washington,District of Columbia,District of Columbia,United States
20646493968,"@Lyme_Warrior All is great--I am just coming out of a few weeks of profound fatigue and weakness, out of the blue. Feeling great now. TY!",19893071,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-08-08T18:27:53.000Z,34940533.0,20627920544,everyone,Twitter Web Client,"[{'type': 'replied_to', 'id': '20627920544'}]",,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Lyme_Warrior', 'id': '34940533'}]}","{'location': 'Washington, DC', 'name': 'z', 'username': 'zebrafinch', 'public_metrics': {'followers_count': 3147, 'following_count': 2372, 'tweet_count': 322207, 'listed_count': 450}, 'description': 'grieving deaths of some of my dearest; empty & 💔; mostly offline for now, not replying | a duty to birds | she/her | 🌊 get to work', 'created_at': '2009-02-02T04:28:59.000Z'}",zebrafinch,Washington,District of Columbia,District of Columbia,United States
15511594978,RT @LymeJournal: Dieses Video musst du dir ansehen! -- Under Our Skin - Lyme Disease Film Theatrical Trailer... http://tinyurl.com/34zdky9,59955964,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-06-05T21:12:04.000Z,,15511594978,everyone,twitterfeed,,,"{'mentions': [{'start': 3, 'end': 15, 'username': 'LymeJournal', 'id': '122702188'}]}","{'public_metrics': {'followers_count': 2707, 'following_count': 2312, 'tweet_count': 113750, 'listed_count': 245}, 'username': 'BiteOfAMosquito', 'name': 'Bite of A Mosquito', 'created_at': '2009-07-25T02:30:25.000Z', 'location': 'Spokane, WA', 'description': 'Eastern Washington University Disease Ecology Lab. This site is intended to be a one-stop source of curated news and information on vectors and their pathogens.'}",BiteOfAMosquito,Spokane,Washington,Spokane County,United States
14421857057,"just posted new shows in Joliette, Norwich, Lebanon, Colchester, Rochester, Rutland, Lyme, Newport and more - http://iLike.com/c/133DF",33550266,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-05-21T11:28:17.000Z,,14421857057,everyone,Twitter Web Client,,,"{'annotations': [{'start': 25, 'end': 32, 'probability': 0.9038, 'type': 'Place', 'normalized_text': 'Joliette'}, {'start': 35, 'end': 41, 'probability': 0.967, 'type': 'Place', 'normalized_text': 'Norwich'}, {'start': 44, 'end': 50, 'probability': 0.9022, 'type': 'Place', 'normalized_text': 'Lebanon'}, {'start': 53, 'end': 62, 'probability': 0.9941, 'type': 'Place', 'normalized_text': 'Colchester'}, {'start': 65, 'end': 73, 'probability': 0.9687, 'type': 'Place', 'normalized_text': 'Rochester'}, {'start': 76, 'end': 82, 'probability': 0.9882, 'type': 'Place', 'normalized_text': 'Rutland'}, {'start': 85, 'end': 88, 'probability': 0.959, 'type': 'Place', 'normalized_text': 'Lyme'}, {'start': 91, 'end': 97, 'probability': 0.9783, 'type': 'Place', 'normalized_text': 'Newport'}]}","{'public_metrics': {'followers_count': 116, 'following_count': 0, 'tweet_count': 538, 'listed_count': 9}, 'username': 'HeyMamaMusic', 'name': 'Hey Mama', 'created_at': '2009-04-20T15:30:06.000Z', 'location': 'Boston, MA', 'description': ""Washboard Rock n' Roll""}",HeyMamaMusic,Boston,Massachusetts,Suffolk County,United States
10173577672,"@Susie_Fairchild That is utter craziness.  ""When I grow up, I want to see a good lyme doc.  I think I deserve this because....""",12855502,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-03-08T14:50:53.000Z,16224491.0,10173303231,everyone,Twitter Web Client,"[{'type': 'replied_to', 'id': '10173303231'}]",,"{'mentions': [{'start': 0, 'end': 16, 'username': 'Susie_Fairchild', 'id': '16224491'}]}","{'username': 'CharlotteinPa', 'location': 'Philly', 'description': ""I like travel, good food and great beer.  I don't like mean people."", 'public_metrics': {'followers_count': 168, 'following_count': 292, 'tweet_count': 6982, 'listed_count': 6}, 'created_at': '2008-01-30T01:10:21.000Z', 'name': 'Charlotte'}",CharlotteinPa,Philadelphia,Pennsylvania,Philadelphia County,United States
13554433741,Urgent Update on Lyme Disease from the Health Commissioner 05/06/10-- We just received notice from the Virginia... http://bit.ly/93jqB1,22181335,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-05-07T15:28:26.000Z,,13554433741,everyone,Facebook,,,"{'annotations': [{'start': 17, 'end': 28, 'probability': 0.6043, 'type': 'Other', 'normalized_text': 'Lyme Disease'}, {'start': 103, 'end': 110, 'probability': 0.9358, 'type': 'Place', 'normalized_text': 'Virginia'}]}","{'name': 'Mandi Martinez', 'public_metrics': {'followers_count': 236, 'following_count': 920, 'tweet_count': 1669, 'listed_count': 2}, 'description': '#GoHokies \n#LoveLife #BEKIND\n\n“Wine makes a man more pleased with himself; I do not say it makes him more pleasing to others.”~', 'created_at': '2009-02-27T19:52:04.000Z', 'username': 'rahmandi', 'location': 'Christiansburg, VA'}",rahmandi,Christiansburg,Virginia,Montgomery County,United States
12455272968,"FMMblogpost: Ticks, Lyme Disease and Prevention http://www.femalemenopausementors.com/ticks-lyme-disease-and-prevention/",98863094,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-04-19T13:22:40.000Z,,12455272968,everyone,Twitter Web Client,,,,"{'username': 'FemaleMenopause', 'location': 'Durham, NC', 'description': 'Connecting Women in Menopause with Expert Advice - get our 30 tips to avoid weight gain', 'public_metrics': {'followers_count': 936, 'following_count': 211, 'tweet_count': 4419, 'listed_count': 28}, 'created_at': '2009-12-23T11:56:25.000Z', 'name': 'Anne V. or Bruce B.'}",FemaleMenopause,Durham,North Carolina,Durham County,United States
17307878796,I wish I could tell them to have this little girl tested for #lyme! http://www.youtube.com/watch?v=4Hn1kiYfUmE,129572399,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2010-06-29T04:49:56.000Z,,17307878796,everyone,Twitter Web Client,,,"{'hashtags': [{'start': 61, 'end': 66, 'tag': 'lyme'}]}","{'location': 'Lawrence, KS', 'username': 'Jaisibel', 'public_metrics': {'followers_count': 350, 'following_count': 715, 'tweet_count': 7252, 'listed_count': 44}, 'created_at': '2010-04-04T19:07:30.000Z', 'name': 'Jaisibel', 'description': 'Writer, artist, musician, photographer...Oh wait, this is supposed to be about me?'}",Jaisibel,Lawrence,Kansas,Douglas County,United States
15575790976,Just uploaded 'French lyme-disease-antigen-test-flow-cytometry' to SlideShare. http://slidesha.re/9Rfq5U,139046982,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-06-06T19:35:23.000Z,,15575790976,everyone,Slideshare,,,,"{'location': 'Winter Haven, FL', 'name': 'CFR Lab', 'username': 'Lymelab', 'public_metrics': {'followers_count': 313, 'following_count': 110, 'tweet_count': 176, 'listed_count': 18}, 'description': 'Lyme disease testing lab using a new test for lyme disease. Antigen test by flow cytometry. Getting the word out to the lyme disease community', 'created_at': '2010-05-01T11:32:12.000Z'}",Lymelab,Winter Haven,Florida,Polk County,United States
9130436753,"""Patients must understand that doctors who treat Lyme disease face ridicule from their colleagues and possible censure from medical boards.""",19893071,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-02-15T06:37:46.000Z,,9130436753,everyone,Twitter Web Client,,,,"{'username': 'zebrafinch', 'public_metrics': {'followers_count': 3147, 'following_count': 2372, 'tweet_count': 322206, 'listed_count': 450}, 'created_at': '2009-02-02T04:28:59.000Z', 'name': 'z', 'description': 'grieving deaths of some of my dearest; empty & 💔; mostly offline for now, not replying | a duty to birds | she/her | 🌊 get to work', 'location': 'Washington, DC'}",zebrafinch,Washington,District of Columbia,District of Columbia,United States
3540803418853376,"Driving the Stags: An Old Custom in Lyme Park, Chesire: Jane Austen's World. http://t.co/xhFCUFh",43104684,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-11-13T20:12:47.000Z,,3540803418853376,everyone,Twitter for Websites,,,"{'urls': [{'start': 77, 'end': 96, 'url': 'http://t.co/xhFCUFh', 'expanded_url': 'http://wp.me/p6Mf3-3BF', 'display_url': 'wp.me/p6Mf3-3BF'}], 'annotations': [{'start': 36, 'end': 44, 'probability': 0.939, 'type': 'Place', 'normalized_text': 'Lyme Park'}, {'start': 56, 'end': 66, 'probability': 0.9119, 'type': 'Person', 'normalized_text': 'Jane Austen'}]}","{'description': 'My ancestors were not kings or queens or princes. They were all Dutch characters in Jane Austen novels.', 'created_at': '2009-05-28T13:05:22.000Z', 'name': 'Vic', 'username': 'janeaustenworld', 'location': 'Richmond, VA', 'public_metrics': {'followers_count': 3928, 'following_count': 630, 'tweet_count': 12373, 'listed_count': 262}}",janeaustenworld,Richmond,Virginia,Richmond City,United States
10374667183,New blog post: Try http://gk8ob.th8.us #lymedisease,53162843,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-03-12T14:44:56.000Z,,10374667183,everyone,Twitter Web Client,,,"{'hashtags': [{'start': 39, 'end': 51, 'tag': 'lymedisease'}]}","{'location': 'Brooklyn, NY', 'username': 'ChronicTri', 'public_metrics': {'followers_count': 142, 'following_count': 26, 'tweet_count': 457, 'listed_count': 4}, 'created_at': '2009-07-02T19:33:30.000Z', 'name': 'Chronic Triathlete', 'description': ""An athlete's battle with Lyme Disease.""}",ChronicTri,Brooklyn,New York,Kings County,United States
12498563459,RT @LymeJournal: Kryptopyrroluria: A Major Piece of the Puzzle in Overcoming Chronic Lyme Disease http://tin... http://tinyurl.com/yyq49j3,59955964,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-04-20T05:00:04.000Z,,12498563459,everyone,twitterfeed,,,"{'mentions': [{'start': 3, 'end': 15, 'username': 'LymeJournal', 'id': '122702188'}]}","{'location': 'Spokane, WA', 'created_at': '2009-07-25T02:30:25.000Z', 'public_metrics': {'followers_count': 2707, 'following_count': 2312, 'tweet_count': 113750, 'listed_count': 245}, 'description': 'Eastern Washington University Disease Ecology Lab. This site is intended to be a one-stop source of curated news and information on vectors and their pathogens.', 'name': 'Bite of A Mosquito', 'username': 'BiteOfAMosquito'}",BiteOfAMosquito,Spokane,Washington,Spokane County,United States
18055778627747841,@Seasidegrl It's a pain sometimes! Lyme Disease on top of it doesn't help either.,14446544,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-12-23T21:30:07.000Z,27667771.0,17933210235174913,everyone,TweetDeck,"[{'type': 'replied_to', 'id': '17933210235174913'}]",,"{'annotations': [{'start': 35, 'end': 46, 'probability': 0.4941, 'type': 'Other', 'normalized_text': 'Lyme Disease'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'Seasidegrl', 'id': '27667771'}]}","{'public_metrics': {'followers_count': 3195, 'following_count': 1987, 'tweet_count': 64866, 'listed_count': 156}, 'username': 'ExistentialPunk', 'name': 'Existential Punk #BLM🌹🏳️\u200d🌈⚾️🍣❄️', 'created_at': '2008-04-19T21:05:54.000Z', 'location': 'Sacramento, CA', 'description': 'Vagabond, consumed by wanderlust, writer, photographer, thinker, questioner, doubter, atheist, reader, breast cancer survivor, raging liberal, female, queer...'}",ExistentialPunk,Sacramento,California,Sacramento County,United States
20194253502156800,"had to call cops on loud thumping music neighbors. their excuse? celebrating his ""successful treatment of lyme's disease."" #thisisourfuture",14502896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-12-29T19:07:39.000Z,,20194253502156800,everyone,Twitter for iPhone,,,"{'hashtags': [{'start': 123, 'end': 139, 'tag': 'thisisourfuture'}]}","{'location': 'Denver, CO', 'name': 'nikkibot', 'username': 'nikkibot', 'public_metrics': {'followers_count': 362, 'following_count': 176, 'tweet_count': 23193, 'listed_count': 0}, 'description': 'no, not THAT kind of bot. occasionally tweeting my opinion (but mostly snark). not down w/your racist, classist, misogynistic bullshit.', 'created_at': '2008-04-23T23:34:14.000Z'}",nikkibot,Denver,Colorado,Denver County,United States
18726028419,Tired from so much tweeting. Only with #lyme. Nappy time.,129572399,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-07-17T00:13:00.000Z,,18726028419,everyone,Twitter Web Client,,,"{'hashtags': [{'start': 39, 'end': 44, 'tag': 'lyme'}]}","{'public_metrics': {'followers_count': 350, 'following_count': 715, 'tweet_count': 7252, 'listed_count': 44}, 'created_at': '2010-04-04T19:07:30.000Z', 'description': 'Writer, artist, musician, photographer...Oh wait, this is supposed to be about me?', 'name': 'Jaisibel', 'username': 'Jaisibel', 'location': 'Lawrence, KS'}",Jaisibel,Lawrence,Kansas,Douglas County,United States
12573137900,"Ticks: Tiny predators hatching, armed and dangerous: “Lyme disease is difficult to diagnose because many of its sy... http://bit.ly/d1fIBC",78409143,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-04-21T12:21:57.000Z,,12573137900,everyone,twitterfeed,,,,"{'username': 'housemdonline', 'description': 'Watch all episodes of House MD online.', 'location': 'Miami', 'public_metrics': {'followers_count': 1487, 'following_count': 1498, 'tweet_count': 30600, 'listed_count': 21}, 'name': 'watch-housemd-online', 'created_at': '2009-09-29T20:34:33.000Z'}",housemdonline,Miami,Florida,Miami-Dade County,United States
