cty_st,tweets_2010,tweets_2011,tweets_2012,tweets_2013,tweets_2014,tweets_2015,tweets_2016,tweets_2017,tweets_2018,tweets_2019,Ctyname,Stname,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019
"Neshoba County,Mississippi",0,0,0,0,0,0,0,0,0,0,Neshoba County,Mississippi,0,0,0,0,0,1,0,0,0,0
"Newton County,Mississippi",0,0,0,0,0,0,1,0,0,0,Newton County,Mississippi,0,0,0,0,0,0,0,1,0,0
"Noxubee County,Mississippi",0,0,0,1,0,0,0,0,0,0,Noxubee County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Oktibbeha County,Mississippi",0,1,1,0,1,3,2,1,0,6,Oktibbeha County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Panola County,Mississippi",0,0,0,0,0,0,0,0,0,0,Panola County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Pearl River County,Mississippi",0,1,0,0,2,2,4,0,0,1,Pearl River County,Mississippi,0,0,0,0,0,1,0,0,1,1
"Perry County,Mississippi",0,0,0,0,0,1,0,0,0,0,Perry County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Pike County,Mississippi",0,0,1,0,0,1,0,1,0,0,Pike County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Pontotoc County,Mississippi",0,0,0,0,0,0,0,0,0,0,Pontotoc County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Prentiss County,Mississippi",0,0,0,0,0,0,0,1,0,1,Prentiss County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Quitman County,Mississippi",0,0,0,0,0,0,0,0,0,0,Quitman County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Rankin County,Mississippi",1,0,0,0,0,1,4,1,0,6,Rankin County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Scott County,Mississippi",0,0,0,0,0,0,0,0,0,1,Scott County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Sharkey County,Mississippi",0,0,0,0,0,0,0,0,1,0,Sharkey County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Simpson County,Mississippi",0,0,0,0,0,0,0,0,0,0,Simpson County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Smith County,Mississippi",0,0,0,0,0,0,0,0,0,0,Smith County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Stone County,Mississippi",0,0,0,0,0,0,0,1,0,0,Stone County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Sunflower County,Mississippi",0,0,0,0,0,0,0,0,0,0,Sunflower County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Tallahatchie County,Mississippi",0,0,0,0,0,0,0,0,0,0,Tallahatchie County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Tate County,Mississippi",0,0,0,0,0,0,0,0,0,0,Tate County,Mississippi,0,0,0,0,0,0,0,0,1,0
"Tippah County,Mississippi",0,0,0,0,0,0,0,0,0,0,Tippah County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Tishomingo County,Mississippi",0,0,0,0,0,0,0,0,0,0,Tishomingo County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Tunica County,Mississippi",0,0,0,0,0,0,0,0,0,0,Tunica County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Union County,Mississippi",0,0,0,0,0,0,0,0,0,0,Union County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Walthall County,Mississippi",0,0,0,0,0,0,0,0,0,0,Walthall County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Warren County,Mississippi",0,0,0,1,1,0,0,1,1,2,Warren County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Washington County,Mississippi",0,0,0,0,0,0,0,0,0,2,Washington County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Wayne County,Mississippi",0,0,0,0,0,0,1,1,0,1,Wayne County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Webster County,Mississippi",0,0,0,0,0,0,0,0,0,0,Webster County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Wilkinson County,Mississippi",0,0,0,0,0,0,0,0,0,0,Wilkinson County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Winston County,Mississippi",0,0,0,1,1,3,0,0,0,0,Winston County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Yalobusha County,Mississippi",0,0,0,0,0,0,0,1,0,0,Yalobusha County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Yazoo County,Mississippi",0,0,0,0,0,2,0,0,1,2,Yazoo County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Mississippi,Mississippi",0,0,0,0,0,0,0,0,0,0,Mississippi,Mississippi,0,0,0,0,0,0,0,0,0,0
"Adair County,Missouri",0,0,0,0,0,0,0,0,0,1,Adair County,Missouri,0,1,0,0,0,0,0,0,0,1
"Andrew County,Missouri",0,0,0,0,0,0,0,0,0,0,Andrew County,Missouri,0,0,0,0,0,0,0,0,0,0
"Atchison County,Missouri",0,0,0,0,0,0,0,1,0,0,Atchison County,Missouri,0,0,0,0,0,0,0,0,0,0
"Audrain County,Missouri",0,0,0,0,0,1,0,0,0,0,Audrain County,Missouri,0,0,0,0,0,1,0,0,0,0
"Barry County,Missouri",0,0,0,0,3,0,0,0,0,1,Barry County,Missouri,0,0,0,0,0,0,0,0,0,0
"Barton County,Missouri",0,0,0,0,0,0,0,0,0,0,Barton County,Missouri,0,0,0,0,0,0,1,0,0,0
"Bates County,Missouri",0,0,0,0,0,0,0,0,0,1,Bates County,Missouri,0,0,0,0,0,0,0,0,0,0
"Benton County,Missouri",0,0,2,1,8,4,2,1,6,7,Benton County,Missouri,0,0,0,0,0,0,0,0,0,0
"Bollinger County,Missouri",0,0,0,0,0,0,0,0,0,0,Bollinger County,Missouri,0,0,0,0,0,0,0,0,0,0
"Boone County,Missouri",8,4,4,9,13,11,12,13,8,6,Boone County,Missouri,0,0,0,0,3,0,0,0,0,0
"Buchanan County,Missouri",0,0,6,6,8,14,6,11,12,2,Buchanan County,Missouri,0,0,0,0,0,0,0,0,0,0
"Butler County,Missouri",0,0,0,0,0,1,0,0,0,0,Butler County,Missouri,0,0,0,0,0,0,0,0,0,0
"Caldwell County,Missouri",0,0,0,0,0,0,0,1,0,0,Caldwell County,Missouri,0,0,0,0,0,0,0,0,0,0
"Callaway County,Missouri",0,0,0,0,0,0,0,0,0,2,Callaway County,Missouri,0,0,0,0,0,0,0,0,0,0
"Camden County,Missouri",0,0,1,3,0,2,1,2,1,0,Camden County,Missouri,0,0,0,0,0,0,0,0,0,0
"Cape Girardeau County,Missouri",0,1,0,3,0,4,2,5,3,0,Cape Girardeau County,Missouri,0,0,0,0,0,0,0,0,0,0
"Carroll County,Missouri",0,0,0,0,0,0,0,0,0,0,Carroll County,Missouri,0,0,0,0,0,0,0,0,0,0
"Carter County,Missouri",0,0,0,0,0,0,0,0,0,0,Carter County,Missouri,0,0,0,0,0,0,0,0,0,0
"Cass County,Missouri",1,0,0,1,3,0,0,3,5,4,Cass County,Missouri,0,0,0,0,0,0,0,0,0,0
"Cedar County,Missouri",0,0,0,0,0,3,1,0,1,0,Cedar County,Missouri,0,0,0,0,0,0,0,0,0,0
"Chariton County,Missouri",0,0,0,0,0,0,0,0,0,0,Chariton County,Missouri,0,0,0,0,0,0,0,0,0,0
"Christian County,Missouri",0,2,0,0,4,4,5,2,1,0,Christian County,Missouri,0,1,0,0,0,0,0,0,1,0
"Clark County,Missouri",0,0,0,0,0,0,0,5,0,0,Clark County,Missouri,0,0,0,0,0,0,0,0,0,0
"Clay County,Missouri",3,3,0,8,19,12,12,6,16,6,Clay County,Missouri,0,0,0,0,0,0,0,0,0,0
"Clinton County,Missouri",0,0,0,2,2,1,1,0,1,0,Clinton County,Missouri,0,0,0,0,0,0,0,0,0,0
"Cole County,Missouri",0,0,1,3,0,5,3,3,1,2,Cole County,Missouri,0,0,0,0,0,0,0,0,0,0
"Cooper County,Missouri",0,0,0,0,0,1,1,0,0,0,Cooper County,Missouri,0,0,0,0,0,0,0,0,0,0
"Crawford County,Missouri",0,0,0,0,0,0,0,2,0,0,Crawford County,Missouri,0,0,0,0,0,0,0,0,0,0
"Dade County,Missouri",0,0,0,0,0,0,0,0,0,0,Dade County,Missouri,0,0,0,0,0,0,0,0,0,0
"Dallas County,Missouri",0,0,0,1,0,0,0,0,0,0,Dallas County,Missouri,0,0,0,0,1,0,0,1,0,0
"Daviess County,Missouri",0,0,0,0,0,0,0,0,0,0,Daviess County,Missouri,0,0,0,0,0,0,0,0,0,0
"DeKalb County,Missouri",0,0,0,0,0,0,0,0,0,0,DeKalb County,Missouri,0,0,0,0,0,0,0,0,0,0
"Dent County,Missouri",0,0,0,1,0,0,0,0,0,0,Dent County,Missouri,0,0,0,0,0,0,0,1,0,0
"Douglas County,Missouri",0,0,1,1,0,0,0,0,0,0,Douglas County,Missouri,0,0,0,0,0,0,0,0,0,0
"Dunklin County,Missouri",1,0,0,0,0,0,0,0,0,0,Dunklin County,Missouri,0,0,0,0,0,0,0,0,0,0
"Franklin County,Missouri",0,0,0,0,0,2,0,1,1,0,Franklin County,Missouri,0,1,1,0,0,0,0,0,1,1
"Gasconade County,Missouri",0,0,0,0,0,0,0,0,1,0,Gasconade County,Missouri,0,0,0,0,0,0,0,0,0,0
"Gentry County,Missouri",0,0,0,0,0,0,0,0,0,0,Gentry County,Missouri,0,0,0,0,0,0,0,0,0,0
"Greene County,Missouri",1,4,2,13,3,11,9,15,15,18,Greene County,Missouri,0,0,0,0,0,1,0,0,0,0
"Grundy County,Missouri",4,9,7,2,0,0,0,1,0,1,Grundy County,Missouri,0,0,0,0,0,0,0,0,0,0
"Harrison County,Missouri",0,1,0,0,0,0,0,0,0,1,Harrison County,Missouri,0,0,0,0,0,0,0,0,0,0
"Henry County,Missouri",0,0,0,0,2,0,0,0,0,0,Henry County,Missouri,0,0,0,0,0,0,0,0,0,0
"Hickory County,Missouri",0,0,0,1,0,0,0,0,0,0,Hickory County,Missouri,0,0,0,0,0,1,0,0,0,0
"Holt County,Missouri",0,1,0,0,0,0,0,0,1,0,Holt County,Missouri,0,0,0,0,0,0,0,0,1,0
"Howard County,Missouri",0,0,0,0,0,2,0,0,1,0,Howard County,Missouri,0,0,0,0,0,0,0,0,0,0
"Howell County,Missouri",0,1,1,4,2,4,1,10,2,0,Howell County,Missouri,0,0,0,0,0,0,0,0,0,0
"Iron County,Missouri",0,0,0,0,0,0,0,0,0,0,Iron County,Missouri,0,0,0,0,0,0,0,0,0,0
"Jackson County,Missouri",27,32,52,52,53,80,158,104,110,136,Jackson County,Missouri,0,0,0,0,0,0,1,1,3,5
"Jasper County,Missouri",0,0,1,2,1,5,4,9,9,2,Jasper County,Missouri,0,0,0,1,0,0,0,0,0,0
"Jefferson County,Missouri",4,4,1,1,1,3,2,1,5,1,Jefferson County,Missouri,0,0,0,0,0,0,1,0,0,0
"Johnson County,Missouri",0,0,0,0,1,1,0,3,1,4,Johnson County,Missouri,0,0,0,0,0,0,0,0,0,0
"Knox County,Missouri",0,0,0,0,0,0,0,0,0,0,Knox County,Missouri,0,0,0,0,0,0,0,0,0,0
"Laclede County,Missouri",3,0,0,0,0,1,1,0,0,0,Laclede County,Missouri,0,0,0,0,0,0,0,0,0,0
"Lafayette County,Missouri",0,0,0,0,0,0,0,1,0,2,Lafayette County,Missouri,0,0,0,0,0,0,0,0,0,0
"Lawrence County,Missouri",0,0,0,0,0,0,0,0,0,0,Lawrence County,Missouri,0,0,0,0,0,0,0,0,0,1
"Lewis County,Missouri",0,0,0,0,0,0,0,0,0,0,Lewis County,Missouri,0,0,0,0,0,0,0,0,0,0
"Lincoln County,Missouri",0,0,1,0,0,1,0,0,1,0,Lincoln County,Missouri,0,0,0,0,0,0,0,0,0,0
"Linn County,Missouri",0,0,0,0,0,0,0,0,0,0,Linn County,Missouri,0,0,0,0,0,0,0,0,0,0
"Livingston County,Missouri",0,0,0,0,0,0,0,0,0,0,Livingston County,Missouri,0,0,0,0,0,0,0,0,0,0
"McDonald County,Missouri",0,0,0,0,0,3,1,0,0,0,McDonald County,Missouri,0,0,0,0,0,0,1,1,0,0
"Macon County,Missouri",0,0,0,0,0,0,0,0,0,0,Macon County,Missouri,0,0,0,0,0,0,0,0,0,0
"Madison County,Missouri",0,0,1,0,0,1,1,3,0,1,Madison County,Missouri,0,0,0,0,0,0,0,0,0,0
"Maries County,Missouri",0,0,0,0,0,0,0,0,0,0,Maries County,Missouri,0,0,0,0,0,0,0,0,0,0
"Marion County,Missouri",1,0,0,0,2,2,0,0,0,0,Marion County,Missouri,0,0,0,0,0,0,0,0,0,0
"Mercer County,Missouri",0,0,0,0,0,0,0,0,0,0,Mercer County,Missouri,0,0,0,0,0,0,0,0,0,0
"Miller County,Missouri",0,0,1,0,0,0,2,0,0,0,Miller County,Missouri,0,0,0,0,0,0,0,0,0,0
"Mississippi County,Missouri",0,0,0,1,0,0,0,0,0,0,Mississippi County,Missouri,0,0,0,0,0,0,0,0,0,0
"Moniteau County,Missouri",0,0,0,0,0,0,0,0,0,0,Moniteau County,Missouri,0,0,0,0,0,0,0,0,0,0
"Monroe County,Missouri",0,0,0,0,0,0,0,0,0,1,Monroe County,Missouri,0,0,0,0,0,0,0,0,0,0
"Montgomery County,Missouri",0,0,0,0,0,0,0,0,0,1,Montgomery County,Missouri,0,0,0,0,0,0,0,0,0,0
"Morgan County,Missouri",0,0,0,0,0,1,1,1,0,0,Morgan County,Missouri,0,0,0,0,0,0,0,0,0,0
"New Madrid County,Missouri",0,0,0,0,0,0,0,0,1,0,New Madrid County,Missouri,0,0,0,0,0,0,0,0,0,0
"Newton County,Missouri",0,0,0,1,1,0,1,2,0,0,Newton County,Missouri,0,1,0,0,0,0,0,0,0,0
"Nodaway County,Missouri",0,0,0,0,1,0,0,1,0,1,Nodaway County,Missouri,0,0,0,0,0,0,0,0,1,0
"Oregon County,Missouri",1,1,1,1,0,1,2,6,1,2,Oregon County,Missouri,0,0,0,0,0,0,0,0,0,0
"Osage County,Missouri",0,0,0,0,0,0,0,0,0,0,Osage County,Missouri,0,0,0,0,0,0,0,0,0,0
"Ozark County,Missouri",1,0,1,1,1,0,5,1,1,2,Ozark County,Missouri,0,0,0,0,0,0,0,0,0,0
"Pemiscot County,Missouri",0,0,0,0,0,0,0,1,0,0,Pemiscot County,Missouri,0,0,0,0,0,0,0,0,0,0
"Perry County,Missouri",0,0,0,2,0,0,0,0,1,0,Perry County,Missouri,0,0,0,0,0,0,0,0,0,0
"Pettis County,Missouri",0,2,0,0,0,4,2,0,1,1,Pettis County,Missouri,0,0,0,0,0,0,0,0,1,0
"Phelps County,Missouri",4,0,0,0,2,0,0,1,1,3,Phelps County,Missouri,1,1,0,0,0,0,0,2,0,0
"Pike County,Missouri",0,0,0,0,0,0,0,0,0,0,Pike County,Missouri,0,0,0,0,0,0,0,0,0,0
"Platte County,Missouri",0,1,0,3,0,0,0,1,0,0,Platte County,Missouri,0,0,0,1,1,0,1,0,0,0
"Polk County,Missouri",1,0,1,0,1,1,0,0,1,1,Polk County,Missouri,0,0,0,0,0,0,0,0,0,0
"Pulaski County,Missouri",1,0,0,0,0,1,0,0,0,1,Pulaski County,Missouri,0,0,0,0,0,0,0,0,0,0
"Putnam County,Missouri",0,1,0,0,0,0,0,0,0,0,Putnam County,Missouri,0,1,0,0,0,0,0,0,0,0
"Ralls County,Missouri",0,0,0,0,0,0,0,1,0,0,Ralls County,Missouri,0,0,0,0,0,0,0,0,0,0
"Randolph County,Missouri",0,0,0,0,0,0,0,1,0,2,Randolph County,Missouri,0,0,0,0,0,0,0,0,0,1
"Ray County,Missouri",0,0,0,0,1,0,0,0,0,0,Ray County,Missouri,0,0,0,0,0,0,0,0,0,0
"Reynolds County,Missouri",0,0,0,1,0,0,0,0,2,0,Reynolds County,Missouri,0,0,0,0,0,0,0,0,0,0
"Ripley County,Missouri",0,0,0,0,0,1,0,4,0,0,Ripley County,Missouri,0,0,0,0,0,0,0,0,0,0
"St. Charles County,Missouri",3,4,4,2,5,9,8,22,5,11,St. Charles County,Missouri,0,1,0,0,1,1,1,0,0,0
"St. Clair County,Missouri",0,0,0,0,0,0,0,0,0,0,St. Clair County,Missouri,0,0,0,0,1,0,0,0,0,0
"Ste. Genevieve County,Missouri",0,0,0,0,0,0,0,0,0,0,Ste. Genevieve County,Missouri,0,0,0,0,0,0,0,0,0,1
"St. Francois County,Missouri",0,1,1,0,0,1,1,0,0,1,St. Francois County,Missouri,0,0,0,0,0,0,1,0,0,2
"St. Louis County,Missouri",1,1,2,3,9,6,14,14,13,7,St. Louis County,Missouri,3,1,1,1,3,1,0,4,2,4
"Saline County,Missouri",1,0,1,24,31,40,25,6,1,1,Saline County,Missouri,0,0,0,0,0,0,0,0,0,0
"Schuyler County,Missouri",0,0,0,0,0,0,0,0,0,0,Schuyler County,Missouri,0,0,0,0,0,0,0,0,0,0
"Scotland County,Missouri",0,0,0,1,0,0,0,0,0,0,Scotland County,Missouri,0,0,0,0,0,0,0,0,0,0
"Scott County,Missouri",0,0,0,0,0,0,2,1,0,2,Scott County,Missouri,0,0,0,0,0,0,0,0,0,0
"Shannon County,Missouri",0,0,0,0,0,0,0,0,2,0,Shannon County,Missouri,0,0,0,0,0,0,0,0,0,0
"Shelby County,Missouri",0,0,0,1,0,0,3,2,0,2,Shelby County,Missouri,0,0,0,0,0,0,0,0,0,0
"Stoddard County,Missouri",0,0,0,0,0,1,0,0,0,1,Stoddard County,Missouri,0,0,0,0,0,0,0,0,0,0
"Stone County,Missouri",0,1,2,2,0,1,0,4,1,1,Stone County,Missouri,0,0,0,0,0,0,0,0,0,0
"Sullivan County,Missouri",0,0,0,0,0,0,0,0,1,0,Sullivan County,Missouri,0,0,0,0,0,0,0,0,0,0
"Taney County,Missouri",1,1,1,4,2,0,3,1,3,7,Taney County,Missouri,0,0,0,0,0,0,0,0,1,0
"Texas County,Missouri",0,0,0,0,0,0,0,0,0,0,Texas County,Missouri,0,0,0,0,0,0,0,0,0,0
"Vernon County,Missouri",0,0,0,0,1,10,0,0,1,0,Vernon County,Missouri,0,0,0,0,0,0,1,0,0,0
"Warren County,Missouri",0,0,0,2,0,1,0,0,1,2,Warren County,Missouri,0,0,0,0,0,0,0,0,0,0
"Washington County,Missouri",0,0,0,0,0,2,2,8,0,1,Washington County,Missouri,0,0,0,0,0,0,1,0,0,0
"Wayne County,Missouri",0,0,0,1,0,0,1,0,0,0,Wayne County,Missouri,0,0,0,0,0,0,0,0,0,0
"Webster County,Missouri",0,0,0,2,0,3,1,0,0,4,Webster County,Missouri,0,0,0,0,0,0,0,0,0,0
"Worth County,Missouri",0,0,0,0,0,0,0,0,0,0,Worth County,Missouri,0,0,0,0,0,0,0,0,0,0
"Wright County,Missouri",0,0,0,0,0,0,0,0,0,4,Wright County,Missouri,0,0,0,0,0,0,0,0,0,0
"St. Louis city,Missouri",0,0,0,0,0,0,0,0,0,0,St. Louis city,Missouri,0,0,0,0,0,0,1,2,0,1
"Missouri,Missouri",0,0,0,0,0,0,0,0,0,0,Missouri,Missouri,0,0,0,0,0,0,0,0,0,0
"Beaverhead County,Montana",0,0,0,0,3,1,0,0,2,0,Beaverhead County,Montana,0,0,0,0,0,0,0,0,0,0
"Big Horn County,Montana",0,0,0,0,0,0,0,0,0,1,Big Horn County,Montana,0,0,0,0,0,0,0,1,0,0
"Blaine County,Montana",0,0,0,0,0,0,0,0,0,1,Blaine County,Montana,0,0,0,1,0,0,0,0,0,0
"Broadwater County,Montana",0,0,0,1,0,0,0,0,0,0,Broadwater County,Montana,0,0,0,1,0,0,0,0,0,0
"Carbon County,Montana",0,1,0,0,1,0,0,0,2,2,Carbon County,Montana,0,0,0,1,0,1,0,0,0,0
"Carter County,Montana",0,1,0,0,0,0,0,0,0,0,Carter County,Montana,0,0,0,0,0,0,0,0,0,0
"Cascade County,Montana",0,0,0,2,3,8,1,6,4,1,Cascade County,Montana,2,0,0,0,0,0,0,0,0,0
"Chouteau County,Montana",0,1,0,0,0,0,0,0,0,0,Chouteau County,Montana,0,0,0,0,0,0,0,0,0,0
"Custer County,Montana",0,0,0,0,0,0,0,0,0,0,Custer County,Montana,0,1,1,0,0,0,0,0,0,0
"Daniels County,Montana",0,0,0,0,0,0,0,0,0,0,Daniels County,Montana,0,0,0,0,0,0,0,0,1,0
"Dawson County,Montana",0,0,0,0,1,0,0,0,0,0,Dawson County,Montana,0,0,0,0,0,0,0,0,0,0
"Deer Lodge County,Montana",0,0,0,0,0,0,0,0,1,0,Deer Lodge County,Montana,1,0,0,0,0,0,0,0,0,0
"Fallon County,Montana",0,0,0,0,0,0,0,0,0,0,Fallon County,Montana,0,0,0,0,0,0,0,0,0,0
"Fergus County,Montana",0,0,0,0,0,0,1,0,0,0,Fergus County,Montana,0,0,0,0,0,1,0,0,0,0
"Flathead County,Montana",1,1,2,1,3,3,0,4,3,0,Flathead County,Montana,1,1,1,2,2,0,0,2,2,0
"Gallatin County,Montana",4,8,19,1,18,12,19,33,52,31,Gallatin County,Montana,0,3,1,2,1,0,2,2,0,0
"Garfield County,Montana",0,0,0,0,0,0,0,0,0,0,Garfield County,Montana,0,0,0,0,0,0,0,0,0,0
"Glacier County,Montana",0,0,2,0,0,0,0,0,0,0,Glacier County,Montana,0,0,0,0,0,0,0,0,0,0
"Golden Valley County,Montana",0,0,0,0,0,0,0,0,0,0,Golden Valley County,Montana,0,0,0,0,0,0,0,0,0,0
"Granite County,Montana",0,0,0,0,0,0,0,0,0,0,Granite County,Montana,0,0,0,0,0,0,0,0,0,0
"Hill County,Montana",0,0,0,0,0,0,0,0,0,0,Hill County,Montana,0,0,0,0,0,0,0,0,0,0
"Jefferson County,Montana",0,0,0,0,0,0,0,0,0,0,Jefferson County,Montana,0,0,0,0,0,0,0,0,1,1
"Judith Basin County,Montana",0,0,0,0,0,0,0,0,0,0,Judith Basin County,Montana,0,0,0,0,0,0,0,0,0,0
"Lake County,Montana",0,0,0,0,0,1,0,0,0,0,Lake County,Montana,0,1,0,0,0,0,1,0,0,2
"Lewis and Clark County,Montana",0,2,1,1,3,2,3,18,4,5,Lewis and Clark County,Montana,0,1,1,0,0,0,1,0,0,0
"Liberty County,Montana",0,0,0,0,0,0,0,0,0,0,Liberty County,Montana,0,0,0,0,0,0,0,0,0,0
"Lincoln County,Montana",1,0,0,1,0,0,0,1,0,0,Lincoln County,Montana,0,1,0,0,0,0,2,0,0,0
"McCone County,Montana",0,1,0,0,0,0,0,0,0,0,McCone County,Montana,0,0,0,0,0,0,0,0,0,0
"Madison County,Montana",0,0,0,0,0,1,0,0,0,0,Madison County,Montana,0,0,0,0,0,0,0,1,0,0
"Meagher County,Montana",0,0,0,0,0,0,1,0,0,0,Meagher County,Montana,0,0,0,0,0,0,0,0,0,0
"Mineral County,Montana",0,0,0,0,0,0,0,0,0,0,Mineral County,Montana,0,0,0,0,0,0,0,0,0,0
"Missoula County,Montana",2,15,19,7,12,10,16,20,10,12,Missoula County,Montana,0,2,1,2,0,0,0,2,0,1
"Musselshell County,Montana",0,0,0,0,0,0,0,0,0,0,Musselshell County,Montana,0,1,0,0,0,0,0,0,0,0
"Park County,Montana",0,0,0,0,0,1,0,0,0,3,Park County,Montana,0,0,0,1,0,0,1,0,0,0
"Petroleum County,Montana",0,0,0,0,0,0,0,0,0,0,Petroleum County,Montana,0,0,0,0,0,0,0,0,0,0
"Phillips County,Montana",0,0,1,1,0,0,0,0,0,5,Phillips County,Montana,0,0,0,0,0,0,0,0,0,0
"Pondera County,Montana",0,0,0,0,0,0,2,0,0,0,Pondera County,Montana,0,0,0,0,0,0,0,0,0,0
"Powder River County,Montana",0,1,0,0,0,0,0,0,0,0,Powder River County,Montana,0,0,0,0,0,0,0,0,0,0
"Powell County,Montana",0,0,0,0,0,0,0,0,0,0,Powell County,Montana,0,0,0,0,1,0,0,0,0,0
"Prairie County,Montana",0,0,0,0,0,0,0,0,0,0,Prairie County,Montana,0,0,0,0,0,0,0,0,0,0
"Ravalli County,Montana",2,0,2,1,3,1,9,1,2,1,Ravalli County,Montana,0,0,0,1,0,0,0,0,1,0
"Richland County,Montana",0,0,0,0,0,0,0,0,0,0,Richland County,Montana,0,0,0,0,0,0,0,0,0,0
"Roosevelt County,Montana",0,0,0,0,0,0,0,0,0,0,Roosevelt County,Montana,0,0,0,0,0,0,0,0,0,0
"Rosebud County,Montana",0,0,0,0,0,0,0,0,0,0,Rosebud County,Montana,0,0,1,0,0,0,0,0,0,0
"Sanders County,Montana",0,0,0,0,0,0,0,0,0,0,Sanders County,Montana,0,0,0,0,0,0,0,1,0,0
"Sheridan County,Montana",0,0,0,0,0,0,0,1,0,0,Sheridan County,Montana,0,0,0,0,0,0,0,0,0,0
"Silver Bow County,Montana",0,1,0,2,1,0,0,2,0,1,Silver Bow County,Montana,0,0,0,0,1,0,0,0,0,0
"Stillwater County,Montana",0,0,0,0,0,193,207,33,0,1,Stillwater County,Montana,0,0,0,0,0,0,0,0,0,0
"Sweet Grass County,Montana",0,0,0,0,0,0,0,0,0,0,Sweet Grass County,Montana,0,0,0,0,0,0,0,0,1,0
"Teton County,Montana",0,0,0,0,0,0,0,0,1,2,Teton County,Montana,0,0,0,0,0,0,0,0,0,0
"Toole County,Montana",0,0,1,0,0,0,0,0,0,0,Toole County,Montana,0,0,0,0,0,0,0,0,0,0
"Treasure County,Montana",0,0,0,0,0,0,0,0,0,0,Treasure County,Montana,0,0,0,0,0,0,0,0,0,0
"Valley County,Montana",0,0,0,0,0,0,0,0,0,0,Valley County,Montana,0,0,0,0,0,0,0,0,0,0
"Wheatland County,Montana",0,0,0,0,0,0,0,0,0,0,Wheatland County,Montana,0,0,0,0,0,0,0,0,0,0
"Wibaux County,Montana",0,0,0,0,0,0,0,0,0,0,Wibaux County,Montana,0,0,0,0,0,0,0,0,0,0
"Yellowstone County,Montana",0,2,0,3,0,3,6,3,3,2,Yellowstone County,Montana,0,0,0,0,0,2,2,0,1,0
"Montana,Montana",0,0,0,0,0,0,0,0,0,0,Montana,Montana,0,0,0,7,2,1,8,3,0,4
"Adams County,Nebraska",0,1,0,0,0,0,0,0,1,0,Adams County,Nebraska,0,0,0,0,0,0,0,1,1,0
"Antelope County,Nebraska",0,0,0,0,0,0,0,0,0,0,Antelope County,Nebraska,0,0,0,0,0,0,0,0,0,0
"Arthur County,Nebraska",0,0,0,0,0,0,0,0,0,0,Arthur County,Nebraska,0,0,0,0,0,0,0,0,0,0
"Banner County,Nebraska",0,0,0,0,0,0,0,0,0,0,Banner County,Nebraska,0,0,0,0,0,0,0,0,0,0
"Blaine County,Nebraska",0,0,0,0,0,0,0,0,0,0,Blaine County,Nebraska,0,0,0,0,0,0,0,0,0,0
"Boone County,Nebraska",0,0,0,0,0,0,0,0,0,1,Boone County,Nebraska,0,0,0,0,0,0,0,0,0,0
"Box Butte County,Nebraska",0,0,0,0,0,0,0,0,0,0,Box Butte County,Nebraska,0,0,0,0,0,0,0,0,0,0
"Boyd County,Nebraska",0,0,0,0,0,0,0,0,0,0,Boyd County,Nebraska,0,0,0,0,0,0,0,0,0,0
"Brown County,Nebraska",0,0,0,0,0,0,0,0,0,0,Brown County,Nebraska,0,0,0,0,0,0,0,0,0,0
"Buffalo County,Nebraska",0,0,0,0,0,0,0,0,0,0,Buffalo County,Nebraska,0,0,0,0,0,0,0,1,0,0
"Burt County,Nebraska",0,0,0,1,0,0,0,0,0,0,Burt County,Nebraska,0,0,0,0,0,0,0,0,0,0
"Butler County,Nebraska",0,0,0,1,0,0,0,0,0,0,Butler County,Nebraska,0,0,0,0,0,0,1,0,0,0
