Unnamed: 0,id,text,author_id,public_metrics,created_at,in_reply_to_user_id,conversation_id,reply_settings,source,referenced_tweets,context_annotations,entities,user,user_name,city,state,county,country
50469.0,13897154314,RT @LymeJournal: RT @CFSyndrome: The Daily Mail &gt; Opinion &gt; Lyme Disease Awareness Month: May is Lyme Diseas... http://tinyurl.com/3838gjn,59955964,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-05-13T05:42:30.000Z,,13897154314,everyone,twitterfeed,,,"{'mentions': [{'start': 3, 'end': 15, 'username': 'LymeJournal', 'id': '122702188'}, {'start': 20, 'end': 31, 'username': 'CFSyndrome', 'id': '135501399'}]}","{'username': 'BiteOfAMosquito', 'name': 'Bite of A Mosquito', 'public_metrics': {'followers_count': 2707, 'following_count': 2312, 'tweet_count': 113750, 'listed_count': 245}, 'description': 'Eastern Washington University Disease Ecology Lab. This site is intended to be a one-stop source of curated news and information on vectors and their pathogens.', 'created_at': '2009-07-25T02:30:25.000Z', 'location': 'Spokane, WA'}",BiteOfAMosquito,Spokane,Washington,Spokane County,United States
29775.0,19598994423,Court grants Lyme disease autopsy  http://www.smh.com.au/nsw/court-grants-lyme-disease-autopsy-20100719-10hyx.html,49870061,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-07-26T20:09:06.000Z,,19598994423,everyone,Twitter Web Client,,,,"{'description': 'Cancer survivor and mother of 2 wonderful autistic boys on their way to recovery', 'created_at': '2009-06-23T03:24:17.000Z', 'name': 'Gabriela DeVelbiss', 'username': 'stemcell4autism', 'public_metrics': {'followers_count': 262, 'following_count': 118, 'tweet_count': 5007, 'listed_count': 3}, 'location': 'MODESTO CA'}",stemcell4autism,Modesto,California,Stanislaus County,United States
18001.0,25160034854,i am currently sitting across the table from a freshman who invented a test to diagnose lyme disease.,27807704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-09-21T23:07:08.000Z,,25160034854,everyone,Twitter SMS,,,,"{'username': 'andrewychoi', 'location': 'NYC', 'description': 'Cofounder @predata. Previously @insightpartners, Doceoware, @princeton @orfe. Noodles and soup are the perfect pair.', 'public_metrics': {'followers_count': 324, 'following_count': 278, 'tweet_count': 662, 'listed_count': 5}, 'created_at': '2009-03-31T03:49:18.000Z', 'name': 'Andrew Choi'}",andrewychoi,New York,New York,New York County,United States
60467.0,11720795306,"Just found out my sister, who has been ill for a couple of years, was diagnosed with Lyme disease. Hoping there isn't much permanent damage",54282139,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-04-06T21:58:29.000Z,,11720795306,everyone,,,,,"{'username': 'CraftLass', 'name': 'Craft Lass', 'public_metrics': {'followers_count': 3094, 'following_count': 1646, 'tweet_count': 87306, 'listed_count': 248}, 'description': 'A renaissance man trapped inside a modern woman. Optimistic cynic. Writer of songs & prose, designer, webmistress @dangercomics1, Olympic sports & space junkie.', 'created_at': '2009-07-06T18:06:03.000Z', 'location': 'Hoboken, NJ'}",CraftLass,Hoboken,New Jersey,Hudson County,United States
69876.0,8823904842,Please read this....Help get my brother airlifted to New York so he can see a Lyme Specialist http://bit.ly/cQVqN5 (pls RT) /via @lessallan,14421893,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-02-08T20:46:00.000Z,,8823904842,everyone,Twitter Web Client,,,"{'annotations': [{'start': 53, 'end': 60, 'probability': 0.9949, 'type': 'Place', 'normalized_text': 'New York'}], 'mentions': [{'start': 129, 'end': 139, 'username': 'lessallan', 'id': '18058252'}]}","{'location': 'Boulder, CO', 'created_at': '2008-04-17T15:24:56.000Z', 'public_metrics': {'followers_count': 448, 'following_count': 445, 'tweet_count': 11757, 'listed_count': 31}, 'description': '', 'name': 'Tim Chilcott', 'username': 'timchilcott'}",timchilcott,Boulder,Colorado,Boulder County,United States
34155.0,18158815704,"@doorsixteen Rhinebeck? I got lyme disease there. Lovely town, but I'm not fond of the ticks.",86996668,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-07-10T00:36:30.000Z,26004544.0,18156710782,everyone,Twitter Web Client,"[{'type': 'replied_to', 'id': '18156710782'}]",,"{'mentions': [{'start': 0, 'end': 12, 'username': 'doorsixteen', 'id': '26004544'}], 'annotations': [{'start': 13, 'end': 21, 'probability': 0.5088, 'type': 'Place', 'normalized_text': 'Rhinebeck'}]}","{'public_metrics': {'followers_count': 1498, 'following_count': 1617, 'tweet_count': 30288, 'listed_count': 81}, 'created_at': '2009-11-02T18:23:27.000Z', 'name': 'Andrew Brozyna', 'description': 'Illustrator/Designer for hire: https://t.co/Q1PtXgO9Iy Accessorizer: https://t.co/SL9QIGolvB', 'username': 'RatherKeen', 'location': 'Tucson, AZ'}",RatherKeen,Tucson,Arizona,Pima County,United States
21975.0,22394351800,New Health tips: Lyme disease found in larger area http://health.9downsoft.com/2010/08/lyme-disease-found-in-larger-area/,111610407,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-08-29T00:17:43.000Z,,22394351800,everyone,Twitter Web Client,,,,"{'created_at': '2010-02-05T14:50:08.000Z', 'location': 'San Diego', 'public_metrics': {'followers_count': 4650, 'following_count': 0, 'tweet_count': 161869, 'listed_count': 47}, 'username': 'new2movies', 'description': 'Share Animation Movies - Action Movies', 'name': 'New2Movies'}",new2movies,San Diego,California,San Diego County,United States
54084.0,13267759468,"Clindamycin Hydrochloride, Klonopin interactions for a F aged 25 W/ Lyme Disease, Anxiety - eHealthMe.com http://tinyurl.com/25wpsr9",22956144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-05-02T21:41:36.000Z,,13267759468,everyone,Twitter Web Client,,,,"{'username': 'eHealthMe', 'location': 'Mountain View, CA', 'description': 'eHealthMe provides health professionals and patients personalized tools to study millions of drug reports from FDA and community in real time.', 'public_metrics': {'followers_count': 723, 'following_count': 144, 'tweet_count': 61106, 'listed_count': 22}, 'created_at': '2009-03-05T18:31:40.000Z', 'name': 'eHealthMe.com'}",eHealthMe,Mountain View,California,Santa Clara County,United States
65264.0,10302764403,"@pbisallergyfree yes, but i never really got rid of it. then it flared up once i started loads of antibiotics for lyme treatment.",62039709,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-03-11T02:45:21.000Z,39999484.0,10293334984,everyone,Twitter Web Client,"[{'type': 'replied_to', 'id': '10293334984'}]",,,"{'description': 'Gluten free, allergy friendly, whole foods recipes from a creative Lymie who digs natural health, sustainability, music, and positivity.', 'public_metrics': {'followers_count': 1094, 'following_count': 453, 'tweet_count': 3869, 'listed_count': 110}, 'created_at': '2009-08-01T14:08:13.000Z', 'username': 'eatingfreely', 'name': 'Kim Christensen', 'location': 'Minneapolis'}",eatingfreely,Minneapolis,Minnesota,Hennepin County,United States
41134.0,16184124260,RT @lymenaide: Help raise funds for Lyme disease awareness @luckytobesilver is donating $.10 per new followe... http://tinyurl.com/33ngj9r,59955964,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-06-14T23:31:39.000Z,,16184124260,everyone,twitterfeed,,,"{'mentions': [{'start': 3, 'end': 13, 'username': 'Lymenaide', 'id': '1264135768139841536'}, {'start': 59, 'end': 75, 'username': 'luckytobesilver', 'id': '117191909'}]}","{'public_metrics': {'followers_count': 2707, 'following_count': 2312, 'tweet_count': 113750, 'listed_count': 245}, 'username': 'BiteOfAMosquito', 'name': 'Bite of A Mosquito', 'created_at': '2009-07-25T02:30:25.000Z', 'description': 'Eastern Washington University Disease Ecology Lab. This site is intended to be a one-stop source of curated news and information on vectors and their pathogens.', 'location': 'Spokane, WA'}",BiteOfAMosquito,Spokane,Washington,Spokane County,United States
56465.0,12741148519,Dog's get Lyme disease that paralyze them: truth.,22286860,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-04-24T03:05:48.000Z,,12741148519,everyone,Twitter Web Client,,,,"{'public_metrics': {'followers_count': 1207, 'following_count': 2417, 'tweet_count': 9228, 'listed_count': 49}, 'created_at': '2009-02-28T19:29:28.000Z', 'description': '(Tweets rep me only) Gloucester Mayor’s Office; Political Strategist; Brand Snob; Commonwealth Lover; Gaymer; Startup Savant; Equality Advocate; Proud Hubby', 'name': 'Chris Sicuranza 🇺🇸😎🏳️\u200d🌈', 'username': 'chrissicuranza', 'location': 'Gloucester, MA'}",chrissicuranza,Gloucester,Massachusetts,Essex County,United States
43040.0,15727961643,Summer bummer: Hello Lyme disease [Video] http://bit.ly/dvKPVn @perryfields,57935047,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-06-08T19:43:31.000Z,,15727961643,everyone,twitterfeed,,,"{'mentions': [{'start': 63, 'end': 75, 'username': 'perryfields', 'id': '2445706991'}]}","{'created_at': '2009-07-18T13:44:52.000Z', 'public_metrics': {'followers_count': 1323, 'following_count': 26, 'tweet_count': 6900, 'listed_count': 28}, 'description': 'Athlete, Author, Post Lyme Disease Thriver!', 'name': 'LymeRecover', 'username': 'LymeRecover', 'location': 'Colorado Springs'}",LymeRecover,Colorado Springs,Colorado,El Paso County,United States
29241.0,19785006083,"@kdancer09 Yes, near the end of May. I have Lyme disease.",163712593,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-07-29T01:04:02.000Z,135772739.0,19784794250,everyone,Echofon,"[{'type': 'replied_to', 'id': '19784794250'}]",,"{'mentions': [{'start': 0, 'end': 10, 'username': 'kdancer09', 'id': '135772739'}]}","{'description': 'Learning & Development Program Manager at @Microsoft | Accessibility Specialist | Half of @intothetwilight | She/Hers', 'public_metrics': {'followers_count': 3687, 'following_count': 483, 'tweet_count': 64734, 'listed_count': 77}, 'created_at': '2010-07-07T02:52:33.000Z', 'username': 'alexandriadoes', 'name': 'Alexandria Johnson', 'location': 'Seattle, WA'}",alexandriadoes,Seattle,Washington,King County,United States
37174.0,17301027381,Facebook | PetTalez Fanz: Lyme Disease and pets http://ow.ly/24vna,33445673,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-06-29T03:00:46.000Z,,17301027381,everyone,Hootsuite,,,"{'annotations': [{'start': 0, 'end': 7, 'probability': 0.5735, 'type': 'Organization', 'normalized_text': 'Facebook'}]}","{'username': 'aMINUSk_pUnKeD', 'description': 'Circus Act at Best', 'public_metrics': {'followers_count': 20, 'following_count': 58, 'tweet_count': 13404, 'listed_count': 0}, 'created_at': '2009-04-20T06:22:45.000Z', 'name': 'aMINUSk', 'location': 'Boston'}",aMINUSk_pUnKeD,Boston,Massachusetts,Suffolk County,United States
44691.0,15274380785,WARNING- LYME DISEASE ALERT. http://bit.ly/aE9KMz,46742734,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-06-02T20:14:43.000Z,,15274380785,everyone,Twitter Web Client,,,,"{'name': ""Nature's Rite"", 'location': 'Longmont, Colorado', 'description': 'Latest updates on natural treatment options and how your family can lead healthier lives. Health News for: Sleep Apnea, Sinus Infections, Rashes, and Eczema', 'username': 'NaturesRite', 'public_metrics': {'followers_count': 753, 'following_count': 1585, 'tweet_count': 316, 'listed_count': 20}, 'created_at': '2009-06-12T20:37:49.000Z'}",NaturesRite,Longmont,Colorado,Boulder County,United States
3210.0,12665615886065664,My response to the Chicago Tribune article today --&gt; My Lyme Disease is Not The IDSA Lyme Disease - Molly: http://t.co/Vox63to #Lyme,46157118,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-12-09T00:31:32.000Z,,12665615886065664,everyone,Twitter for Websites,,,"{'urls': [{'start': 110, 'end': 129, 'url': 'http://t.co/Vox63to', 'expanded_url': 'http://wp.me/ppezg-94', 'display_url': 'wp.me/ppezg-94'}], 'hashtags': [{'start': 130, 'end': 135, 'tag': 'Lyme'}], 'annotations': [{'start': 19, 'end': 33, 'probability': 0.4972, 'type': 'Organization', 'normalized_text': 'Chicago Tribune'}, {'start': 100, 'end': 104, 'probability': 0.6753, 'type': 'Person', 'normalized_text': 'Molly'}]}","{'public_metrics': {'followers_count': 943, 'following_count': 1000, 'tweet_count': 13062, 'listed_count': 66}, 'description': 'NE Mpls. Writer. @elephantjournal editor. Tea drinker. Pen stealer. Postcard lover. Vegan. Classic movie addict. Director of Curriculum @ Elephant Academy.', 'username': 'dizzygrl05', 'created_at': '2009-06-10T16:44:23.000Z', 'location': 'Minneapolis, MN', 'name': 'Molly Murphy'}",dizzygrl05,Minneapolis,Minnesota,Hennepin County,United States
23366.0,21900415862,"It's over 2 hr drive to the #Lyme doctor, but I've Lyme_Warrior for company ;)",18529766,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-08-23T09:32:50.000Z,,21900415862,everyone,LymeWarriors Tweets,,,"{'hashtags': [{'start': 28, 'end': 33, 'tag': 'Lyme'}]}","{'public_metrics': {'followers_count': 3770, 'following_count': 3928, 'tweet_count': 28008, 'listed_count': 118}, 'username': 'EricColburn', 'name': 'Eric D. Colburn, PLS', 'location': 'Providence, RI', 'created_at': '2009-01-01T15:50:21.000Z', 'description': 'Geo-Business Innovator'}",EricColburn,Providence,Rhode Island,Providence County,United States
7408.0,3950954181300224,"And a special standing ovation for @andreabakes - a #Lyme disease advocate, friend and all around darling, smart person of sparkling wit.",19893071,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-11-14T23:22:35.000Z,,3950954181300224,everyone,Twitter Web Client,,,"{'hashtags': [{'start': 52, 'end': 57, 'tag': 'Lyme'}], 'mentions': [{'start': 35, 'end': 47, 'username': 'andreabakes', 'id': '15604794'}]}","{'location': 'Washington, DC', 'created_at': '2009-02-02T04:28:59.000Z', 'public_metrics': {'followers_count': 3147, 'following_count': 2372, 'tweet_count': 322207, 'listed_count': 450}, 'description': 'grieving deaths of some of my dearest; empty & 💔; mostly offline for now, not replying | a duty to birds | she/her | 🌊 get to work', 'name': 'z', 'username': 'zebrafinch'}",zebrafinch,Washington,District of Columbia,District of Columbia,United States
